#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,Spotify Track Img,Song Preview
176,Waving to the Wind,Temple of Angels,23,154,"american shoegaze, modern dream pop","Rock, Pop",Endless Pursuit,7/14/2023,2:58,28,94,0,0,54,0,10,-3,B Minor,4,9/14/2023,726t5vVgEbTaWNM5reLnqY,Run For Cover Records,10A,https://p.scdn.co/mp3-preview/5498a6dc33c1dad25bf1c216eb9352b62f1ab0aa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d1a3ace0cfe98cd3dbcaef9b
177,Blue Cowboy,Daisies,5,135,,,Blue Cowboy,4/28/2023,4:56,57,74,1,0,48,0,10,-10,G#/A♭ Minor,4,9/15/2023,7gRWtILsgGikP15aBU2P9S,Perennial / K Records,1A,https://p.scdn.co/mp3-preview/351473d5cb88d88946b75c2091abab7b7eb408ed?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fcf81777b10a8ca9ba743835
178,Modus Operandi,"Juan Wauters,Frankie Cosmos",28,77,"indie rock, bedroom pop, bubblegrunge, indie pop","Pop, Rock",Wandering Rebel,6/2/2023,2:37,48,49,62,0,38,0,0,-7,A Major,4,9/18/2023,3KYtH8YrawyEIZaLADaRyu,Captured Tracks,11B,https://p.scdn.co/mp3-preview/117fc163fd455ae33e9f10a454fceee0b3c7234f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f93d7b73949ffc1ea42cc431
179,Evening Star Supercharger,Sparklehorse,19,204,"alternative rock, chamber pop, melancholia","Rock, Pop, Folk/Acoustic",Evening Star Supercharger,6/13/2023,3:46,39,61,11,0,56,0,10,-7,C Major,4,9/19/2023,5hoYYJeNbcXHU7olx4GY8s,Anti/Epitaph,8B,,https://i.scdn.co/image/ab67616d00004851bc183e9f6b9f9142f426c405
180,Something Wrong,Hand Habits,24,72,"bedroom pop, chamber pop",Pop,Something Wrong,3/27/2023,3:03,48,48,6,0,65,0,0,-10,F Minor,1,9/20/2023,2GPoi1FxpeHyX9felyqesM,Fat Possum,4A,,https://i.scdn.co/image/ab67616d0000485186636dad12e403f6415b27f0
181,More Than a Love Song,Black Pumas,52,94,retro soul,R&B,More Than a Love Song,8/22/2023,4:47,50,79,14,0,49,10,10,-4,G Minor,4,9/21/2023,21jt0o6FtlBWsAVv8icPQ6,ATO Records,6A,,https://i.scdn.co/image/ab67616d00004851768a9020a7afefebd525d4d4
182,Reversal of Fortune,Nada Rosa,7,125,,,Nunca Te Olvido,5/26/2023,3:46,67,60,11,37,54,0,10,-7,B Minor,4,9/22/2023,3GnCsaPy8h1GEqZ3tFiLnj,OTHERWORLDS,10A,https://p.scdn.co/mp3-preview/997d227f427e6f9ec8b2021e3dbbb49e6a77c50c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4b2d38e758b26287634954d
183,EL UNDERGROUND,"Diego Raposo,mediopicky",13,100,dominican indie,Latin,"YO NO ERA ASÍ PERO DE AHORA EN ADELANTE, SÍ",8/24/2023,2:37,58,96,0,85,24,0,30,-3,C Minor,4,9/25/2023,4aiIK0j0yRFE2q2emkvm3n,GRAN VAINA,5A,https://p.scdn.co/mp3-preview/d8f6fa38861a2c8cf4045958160eedc57c97982f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851af3b65ac4bac6473fbf2a836
184,Wey,Luisa Almaguer,32,106,indie triste,Latin,Wey,8/9/2023,3:45,78,50,41,38,78,0,10,-13,A Minor,4,9/26/2023,6HIaXjaAAA1WOChwBmReFR,Luisa Almaguer,8A,https://p.scdn.co/mp3-preview/bbed61605248dbd019b30853840fdff5f945d6ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f5ef943e7f18a77758c77a1
185,Letras Millonarias,"Verito Asprilla,ZooMusic",14,136,,,Letras Millonarias,8/4/2022,2:48,75,47,50,56,29,0,20,-10,E Minor,4,9/27/2023,4ReKKN58vHNhdkm1gmsjbK,Discos Pacífico,9A,https://p.scdn.co/mp3-preview/9e5f2003ef38d7aac1469850b913593f7982073b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485181ff4ae764da5bd857a5e586
186,Trago Coqueto,Pachyman,32,91,"puerto rican indie, tropical alternativo",Latin,Trago Coqueto,7/18/2023,3:02,77,92,15,86,93,0,0,-6,A Major,4,9/28/2023,7CeMbfnqeJekXwA2z71Gp4,ATO Records,11B,,https://i.scdn.co/image/ab67616d000048513f5887a13d4aa52bb92421d7
187,Lo Se,Emi Pop,8,145,,,Lo Se,6/1/2023,3:09,43,79,0,4,61,0,10,-9,A Major,4,9/29/2023,72tgBCKrYCeNy1fitUUBpN,Emi Pop Studios,11B,https://p.scdn.co/mp3-preview/e099ba4c7a0265ace8391f4853158f6d0d3f79d6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519039c8d05abbf2bc5f608787
188,Rebels,"Little Dragon,April + VISTA",40,125,"art pop, chillwave, downtempo, electronica, gothenburg indie, indie soul, indietronica, neo-synthpop, swedish electropop, swedish synthpop, trip hop, alternative r&b","R&B, Pop, Rock, Electronic",Slipping Into Color,9/20/2023,3:52,67,69,40,2,25,0,10,-10,C Major,4,10/2/2023,0c7mteZ9COkeUiMLFcs0wy,Ninja Tune,8B,https://p.scdn.co/mp3-preview/2991ac6d1a4ea2cd3d1e65bc8bfd6c754de2ee31?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485185d5d135e3a0be866f74a791
189,The Turning Ground,Tara Clerkin Trio,33,103,"experimental jazz, spectra","Jazz, Pop",The Turning Ground,8/30/2023,4:25,58,81,2,90,73,0,30,-12,B Major,4,10/3/2023,78O1YBhuqh6HOQC6u9ad8w,World of Echo,1B,https://p.scdn.co/mp3-preview/7019ee4db98b919fc80960e60aae6ef995bef4e3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ba659e7374b9f105732cdee8
190,Wana,nour,56,136,,,Wana,4/26/2023,3:39,52,49,47,8,35,0,10,-12,C Minor,4,10/4/2023,6ygaR0OCPjB2YdBbbNKvss,Ra Records,5A,https://p.scdn.co/mp3-preview/53fdaeb48d6ec881aa2dd55ad1091c8e1205dc7c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b8cc0fa8559af931969076ca
191,You S02,Speedy Ortiz,25,76,"bubblegrunge, indie punk, new england emo, western mass indie",Rock,Rabbit Rabbit,9/1/2023,3:37,47,93,0,0,42,0,0,-2,F#/G♭ Major,4,10/5/2023,0OuvTglLWuTHOnWDMIH0gR,Wax Nine Records,2B,https://p.scdn.co/mp3-preview/2919c11b80e3a965c08fe902673d600beb933586?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fe891998d4a69fd609cb9a5d
192,Binoculars,"Shabazz Palaces,Royce The Choice",12,120,"afrofuturism, cascadia psych, experimental hip hop, psychedelic hip hop, seattle hip hop, wonky, ","R&B, Hip Hop, Electronic",Scarface Mace,10/3/2023,3:03,89,57,18,0,48,10,10,-7,B Minor,4,10/6/2023,5E9YfbgOHEZ7EGbCOGiCXl,Sub Pop Records,10A,,https://i.scdn.co/image/ab67616d0000485186b423f9ebe46aff5cd626d1
193,Lineage,Mali Obomsawin,17,116,,,Sweet Tooth,10/28/2022,7:50,36,61,28,67,11,0,10,-8,G Minor,5,10/9/2023,2WU54s1VWUdiNXCyvk4Ezw,Out of Your Head Records,6A,https://p.scdn.co/mp3-preview/c29f3fde8bb5a98bef59610a035f90210cc58976?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ee3571121712cb05ec9dedcb
194,Ancestors Too Young,Jeremy Dutcher,30,129,canadian indigenous music,Folk/Acoustic,Motewolonuwok,10/6/2023,5:27,45,59,3,2,31,0,0,-9,F Major,4,10/10/2023,2HYzOVoNQFr3EaTamlAuF2,Secret City Records,7B,https://p.scdn.co/mp3-preview/3727e9c3b8fd0764b7e8464d5a9b95fbfa21c122?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513239b00ce9dc9c7b2f785e07
195,the premonition (lethalneedle),Bobby Sanchez,16,93,,,Melancholy Tgirl,1/1/2023,3:03,90,73,15,0,29,20,10,-6,A Major,4,10/11/2023,1GzpcRQj41ptZCTf6WQfN4,Harawiq Records,11B,https://p.scdn.co/mp3-preview/34eba9b8e515b67754df00dd2f2069f180496b2a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f9d578b3c0a104acaadace2
196,Made For Silence,Miiesha,32,115,"australian indigenous music, australian r&b","Country, R&B",Smoke & Mirrors,6/3/2022,2:50,77,76,4,5,36,10,10,-7,E Minor,4,10/12/2023,1oPyaiIvRE8ofhcyIMUMgG,Independent,9A,https://p.scdn.co/mp3-preview/841f3e3acdc07a98f0eb5f16dbc08f4ea93133a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e1b447a5a2c86f9515029174
197,Second Nature,Drew Martin,8,109,,,Second Nature,9/29/2023,4:18,57,57,83,0,68,0,10,-10,G Major,4,10/13/2023,5Z80FJZAF7Qm0QqKo1uztS,Kritter,9B,https://p.scdn.co/mp3-preview/764201076ae49a791f08848a0180d9df7f47e3bf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485197b5a808efeeb44bb673f933
198,Speed Jesus,DAIISTAR,22,105,,,Good Time,9/8/2023,3:18,48,89,1,94,71,0,10,-7,G Major,4,10/16/2023,23AfuQVtGazqPx2VhOn8e9,Fuzz Club Records,9B,https://p.scdn.co/mp3-preview/8468a4e708a734719b0733608e1f52e4bfbd1080?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485156de13e22bb86e0b874b12df
199,Something to Say,James and the Cold Gun,21,142,,,James and the Cold Gun,7/21/2023,2:39,44,99,0,4,47,0,30,-4,B Minor,4,10/17/2023,6AMhZagergCz8uiNe4em7k,Loosegroove Records Inc.,10A,https://p.scdn.co/mp3-preview/bd0dc4f029a09fda1b84fd63943f01b173aeddef?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518bb9264c4435d916638ec620
200,Performative,Subsonic Eye,28,160,"5th wave emo, singaporean indie",Pop,All Around You,9/13/2023,3:13,37,96,5,57,11,10,10,-8,B Major,4,10/18/2023,7CC4RWMqaw6rUChy67crpm,Topshelf Records,1B,https://p.scdn.co/mp3-preview/e6d6e36293ec977b0089763a52d16ad5e57a8064?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514bc71eb150752f5130028422
201,Flower Tail,Dabda,20,118,"k-indie, korean indie rock","Pop, Rock",Yonder,8/25/2023,5:21,47,92,7,0,45,0,20,-3,C Major,4,10/19/2023,6PorHyMtGAV6tfuY37gGDL,Electric Muse,8B,https://p.scdn.co/mp3-preview/44d89dfebc8af173b9993b285d0c7b0269b38e1b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519a5858bb8d21d591d783e4ef
202,Creating Space,Longstocking,19,126,,,Creating Space,7/28/2023,5:42,76,89,0,78,42,0,0,-7,C♯/D♭ Major,4,10/20/2023,0LPQLUL4lgDtMNtsEfsGYN,Feral One Records,3B,https://p.scdn.co/mp3-preview/4826700796dfe297235fea3b1aff61ac5e5bfadf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177cbfc8176bf5b472e717ef0
203,Time To Run,Tycho,38,114,"chillwave, downtempo, electronica, indietronica, intelligent dance music","Rock, Electronic, Pop, New age",Time To Run,7/10/2023,4:13,74,80,26,90,86,0,10,-6,A#/B♭ Minor,4,10/23/2023,6XeCSv9nzMDc5t3acbleYE,Ninja Tune,3A,https://p.scdn.co/mp3-preview/8a2a220e66a91471bdaffbd5e124716f49a372b9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485130946af27d16d4691d375d56
204,The Town where I'm Livin Now,Grandaddy,30,120,"alternative rock, chamber pop, indie rock, lo-fi, noise pop, slowcore","Rock, Pop, Folk/Acoustic",Sumday: Excess Baggage,8/25/2023,4:44,52,48,1,2,39,0,10,-9,D Major,3,10/24/2023,3NmPs8UhqVDDRFiTuVOgZe,Dangerbird Records,10B,https://p.scdn.co/mp3-preview/8338a6ad066f6cd61eebe2fb15502763d0f34e13?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515572a3d500d69e34f6479ba6
205,Department Of Blood,Activity,16,97,"american post-punk, experimental indie","Rock, Folk/Acoustic",Spirit in the Room,8/4/2023,3:36,57,68,0,89,45,0,0,-9,A#/B♭ Minor,4,10/25/2023,76of0uWdKE6w6dGRE5IJ75,Western Vinyl,3A,https://p.scdn.co/mp3-preview/243ba8cabb29be42ae436d90939f7c953c3f3115?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb0095acff658f9168f16cc8
206,Dominoes,Jungle,69,108,"indie soul, indietronica, uk contemporary r&b","R&B, Pop",Volcano,8/11/2023,2:57,69,95,11,78,42,10,30,-5,D Minor,4,10/26/2023,59rkTkputMqoxunf9IRzOc,Caiola Records,7A,https://p.scdn.co/mp3-preview/d4d9dd1d8ca119c21c94c371615cbf89683ee2dc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177619f14cb03e11baf5761d1
207,Miner for a Dream,Small Paul,16,71,,,Come Alive & Live Again,7/28/2023,6:23,30,56,2,38,49,0,0,-9,G Major,4,10/27/2023,4Qz3kjQOhTqbu4L6713hOt,Small Paul,9B,https://p.scdn.co/mp3-preview/2156958f1bf33e2bbdd4c6d839ff25d40e946d02?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518fa368cefb7c58b9e8b60007
208,Shadow,Nature Nvoke,6,120,,,Shadow,7/14/2023,3:34,62,88,5,89,37,0,0,-12,E Minor,4,10/31/2023,19OapxjObN9EC72YUKvsD6,Nature Nvoke,9A,https://p.scdn.co/mp3-preview/5028f9f963991b837ed0bcbc1a7f254fae5b51ec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b5e566d47fce9d0552489024
209,I want more,XTR Human,13,128,"dark post-punk, german shoegaze","Rock, Folk/Acoustic",I want more,9/22/2023,3:07,59,90,0,82,48,0,10,-9,B Major,4,11/1/2023,3pZfDtfHd9B6EGFMpR8Ia1,Wie ein Gott Records,1B,https://p.scdn.co/mp3-preview/75fb2fd552cdc5a857457ebfa5bb87a28e574536?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aad3af0e6070e643fddbf13a
210,Erotomania,"Brixx,Kim Little",10,116,,,Erotomania,10/6/2023,4:08,66,84,0,60,19,0,10,-9,G Major,4,11/2/2023,4l0eeby7KS6aeoAPjoaGVw,SYNTHICIDE,9B,https://p.scdn.co/mp3-preview/4e1902fff24635577164932762455eb030b0d7fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485184f2c85f6648c3190ca69f0e
211,Safe,Wire Spine,18,122,deathrock,Rock,Safe,10/4/2023,4:44,56,63,0,80,39,0,0,-9,A#/B♭ Minor,4,11/4/2023,0dZ2DeNCHnltrdNM01cceU,Negative Gain x Verboden,3A,https://p.scdn.co/mp3-preview/0eed173ee93a35de083a0d550e830074e745f062?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519d3458f161cc80e4794e327a
212,El Que,Angélica Garcia,26,89,rva indie,Rock,El Que,10/3/2023,5:25,41,82,8,0,37,0,10,-6,C Minor,4,11/6/2023,2EShywiZbc7jwAMu4oCUNe,Partisan Records,5A,https://p.scdn.co/mp3-preview/749ba48aaab508be063a22ebf3660e6ac0f45fd0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851da441f16945efd10a385b8b8
213,Your Spit,IAN SWEET,36,129,"bubblegrunge, small room",Rock,SUCKER,11/3/2023,3:25,66,74,0,29,78,0,30,-7,B Minor,4,11/7/2023,0qJnH8dQFF7HvB8Cg1iiK3,Polyvinyl Records,10A,https://p.scdn.co/mp3-preview/e12f93ef50b1e6741d4b5625757ece405e460460?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485150c460655960c8ee784bcc8f
214,All Lined Up,Sheer Mag,30,122,"indie punk, indie rock, philly indie",Rock,All Lined Up,8/3/2023,3:39,50,86,0,6,41,0,10,-3,B Major,5,11/8/2023,1pw2fkhwUwXy3zkVxBfVo1,Third Man Records,1B,https://p.scdn.co/mp3-preview/c8affc11b5a477efb1fba97a2d20051ac7c3b113?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514bafbe5115ee66edbe63a9d1
215,A Hitch,Drop Nineteens,33,116,"american shoegaze, boston rock, dream pop, nu gaze, shoegaze","Rock, Pop",Hard Light,11/3/2023,3:28,62,69,0,5,79,0,30,-9,F#/G♭ Minor,4,11/9/2023,5tZ5qLApytnCmFpTTEiXux,Wharf Cat Records,11A,https://p.scdn.co/mp3-preview/0ac2296a385d3b5527a6a6e1df895cd2f762f1a0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485196ac58dd7b9164cab1f9e0ad
216,The Spit,Swamp Wife,14,115,,,The Spit,9/19/2023,3:35,38,56,32,90,16,0,10,-10,C Major,4,11/10/2023,4g6oHWLXOPflSVdRsDcw9M,LACE Records,8B,https://p.scdn.co/mp3-preview/ed05d6abe60e83d1c5ab1c625169cfc21410946a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6ed3e17848d7ce3002114e0
217,U Look At Me,Athlete Whippet,13,122,,,U Never Listen,11/10/2023,3:52,75,80,0,80,67,0,0,-8,G Major,4,11/14/2023,2yUidYiCjdn1hK3wlsB2RR,Toy Tonics,9B,https://p.scdn.co/mp3-preview/540204d7c368f512d66b7cd73d70fcc0be9a3ba8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851632db2a70060a246f2d375b0
218,Bang,Melenas,30,154,spanish noise pop,Pop,Ahora,9/29/2023,5:10,46,77,0,30,43,0,10,-6,F Major,4,11/15/2023,39Ys9oI5C9zzV4sccQJDSC,Trouble In Mind Records,7B,https://p.scdn.co/mp3-preview/162b94c82a5109cec781d8934d92fbe2e4ef8aa5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851629ed12196456f79a5a37726
219,Ischia,Siula,9,120,,,Golau Gwir // Ischia,10/10/2023,3:28,76,77,39,57,94,0,10,-6,E Major,4,11/15/2023,4hcRLuWLbdGfkHWTYHBAsV,Libertino Records,12B,https://p.scdn.co/mp3-preview/e27b10b22af9924d4124e9e130520c150053056f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e0594c91aadc1dd76786383
220,BIG HIT SINGLE,Gen and the Degenerates,30,145,,,BIG HIT SINGLE,8/9/2023,3:09,62,74,0,0,79,10,0,-6,F#/G♭ Minor,4,11/16/2023,3reN0NjIAde5yu4xhCo6fD,Marshall Records,11A,https://p.scdn.co/mp3-preview/14b2949723d59c93b1d67e57ece605481061cd7f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485153381f74af090b04d522a88f
221,Dreaming,"Lusine,Asy Saavedra",27,120,"abstract, ambient idm, deep idm, electronica, intelligent dance music, microhouse, wonky, ","New age, Hip Hop, Electronic",Long Light,9/15/2023,4:56,81,66,42,0,55,10,0,-11,A Major,4,11/17/2023,4dWjMGY588y9zjCVhKJ753,Ghostly International,11B,https://p.scdn.co/mp3-preview/c7495caf66019031c9111ac5a96723910e256b74?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485169bc4384f18d581173619310
222,Men Ana,Alsarah & The Nubatones,12,87,"arab alternative, nubian traditional, sudanese pop","World/Traditional, Pop",Rise Up: BDS Mixtape vol. 2,11/3/2023,5:03,37,79,39,0,27,0,20,-6,A Minor,4,11/21/2023,504Mt6k3N4VEvVH5jEeVGy,Amplify Palestine,8A,https://p.scdn.co/mp3-preview/8b661616d37eaf4ad06d2245b13738dbc3a800c8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485102c8c35b8a69b13ebe072e77
223,I'm From Jerusalem,Riad Awwad,15,139,,,The Intifada 1987,11/7/2023,5:12,61,90,55,0,77,0,20,-5,D Minor,4,11/22/2023,2sQKlL2ZJzpJk4pX1arJlI,Majazz Project,7A,https://p.scdn.co/mp3-preview/3ef6ff29806fe6b16a68c7bfd598c37b44a9fafe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b7fcda4709183be5050a4201
224,Pae ʻĀina to Palestine,Kauwila & Inalihi,11,90,,,Rise Up: BDS Mixtape vol. 2,11/3/2023,3:15,87,55,10,0,84,20,30,-9,A Major,4,11/23/2023,3PS9VuqECKmcrrJ3UsfEZe,Amplify Palestine,11B,https://p.scdn.co/mp3-preview/e4137a27e135ae7882bfdd03fbeeaa6250ef9592?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485102c8c35b8a69b13ebe072e77
225,An Open Letter to My Cousins in Israel,Gabriel Teodros,8,94,"conscious hip hop, seattle hip hop",Hip Hop,From the Ashes of Our Homes,9/23/2023,2:58,77,55,19,0,73,30,10,-14,G#/A♭ Major,4,11/24/2023,2LYw8QfkF5CdIlwSMPrA7p,Gabriel Teodros,4B,https://p.scdn.co/mp3-preview/2c6cebf1f347636d429230dd34fd029400ff1358?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513d9020bc28653d475b105000
226,Aurora Borealis,"The Veldt,Elizabeth Fraser",9,96,"indie shoegaze, ethereal wave, scottish indie","New age, Rock",Aurora Borealis,9/1/2023,3:00,48,68,14,0,62,0,10,-10,A Major,4,11/27/2023,1MC7wmG0gMn8H7DF9RXHx1,5BC,11B,https://p.scdn.co/mp3-preview/01b216e894749462bc1ed13918db1e0bb1e33ca0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851379db4646213ff6e0b1c4671
227,Stainless,Alex Vile,17,102,,,Stainless,10/20/2023,3:03,61,65,2,0,33,0,20,-6,B Major,4,11/28/2023,0AKYcUujWisXMgKrl0pCKt,Alex Vile,1B,https://p.scdn.co/mp3-preview/2fe73213263f6058b9a8e173a1c1a0ca687b2f6c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518cdf4b7adb9125077eda1af6
