#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
22,"Everlastingly Yours","Piroshka",0,120,"dream pop","Pop","Everlastingly Yours",2018-11-06,04:29,47,78,0,0,39,0,20,-8,B Major,4,2019-01-31,4P9ehjfKh0UIvOArrqaYHR,"Bella Union",1B,,https://i.scdn.co/image/ab67616d000048514654890cd5b325ceeed23b69
23,"The Kids","Sol",10,88,"indie pop rap, seattle hip hop","Hip Hop","The Kids",2018-12-12,03:15,88,37,61,0,66,10,0,-9,G Major,4,2019-02-01,6zIQzrtdr6cQXy2ClSP11l,"Zilla Music LLC",9B,https://p.scdn.co/mp3-preview/65b93f12c8381045da87db27521207aadabfdc58?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851817560fac3a9b7893005de20
24,"Flyway","Kero Kero Bonito",0,145,"escape room, japanese electropop","Pop","Time 'n' Place",2018-10-01,01:58,40,90,1,19,51,0,40,-4,D Major,4,2019-02-04,69Prk1StSEntw88A4Nk6qB,"Kero Kero Bonito",10B,,https://i.scdn.co/image/ab67616d000048518f9f6d1f4d5514214cfdd741
25,"Rechargeable","Snapped Ankles",0,160,"crank wave, london indie, uk post-punk revival","Rock","Rechargeable",2019-01-18,05:34,52,83,0,0,32,0,30,-7,C♯/D♭ Major,4,2019-02-06,2iyaLpevfjar7QwsyRZHL9,"The Leaf Label",3B,,https://i.scdn.co/image/ab67616d0000485149e1c737bfaf0fc7d89633ba
26,"Tedium's Jaws","Chemtrails",0,162,"london indie","Rock","Cuckoo Spit",2018-12-07,03:21,15,72,0,1,24,0,30,-5,F Major,4,2019-02-06,6owdwhQzoV80Cmjwe95Sf3,"PNKSLM Recordings",7B,,https://i.scdn.co/image/ab67616d0000485171491c88f7d7980c2aaea2f4
27,"Idle Crown","Queen Zee",0,132,"liverpool indie, queercore, uk diy punk","Rock","Queen Zee",2019-02-08,04:27,53,87,0,10,70,0,0,-6,C Major,4,2019-02-08,48Gk83Xk6z3ngFqCtExqiO,"Sasstone Records",8B,,https://i.scdn.co/image/ab67616d00004851dc3e046d43e85d05b5bdb98c
28,"Face of the Sun","Shana Cleveland",0,105,"modern psychedelic folk","Folk/Acoustic","Face of the Sun",2019-01-15,03:29,42,48,49,0,19,0,20,-10,A Minor,4,2019-02-08,1IN1Crb0cBwVu56a42cnsn,"Hardly Art",8A,,https://i.scdn.co/image/ab67616d00004851bc726c6721d6b1c894633182
29,"Wasting Time","Young Scum",5,164,"modern jangle pop, rva indie","Pop, Rock","Young Scum",2018-07-06,02:44,31,91,0,56,55,0,10,-5,A Major,4,2019-02-11,6OFcRJhD7G6QUi0SBM0uZL,"Citrus City Records, Pretty Olivia Records",11B,https://p.scdn.co/mp3-preview/935703d386bf2327707719f88102bef2e134391c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851199b38e7c28cc0a723deb22d
30,"Cosmic Cave","Ex Hex",0,168,"indie punk, modern power pop, riot grrrl","Rock, Pop","Cosmic Cave",2019-01-09,03:00,44,94,1,0,71,0,0,-5,F Major,4,2019-02-12,4jYREYvxXkVKnDv7y1A8yo,"Merge Records",7B,,https://i.scdn.co/image/ab67616d000048514e4fb85d3c2e7285ffcc7cd4
31,"Mind & Care","Please the Trees",1,123,"czech indie","Hip Hop","Infinite Dance",2018-09-19,06:19,32,68,2,26,23,0,20,-9,G Major,4,2019-02-13,3sECeGWdaPv402FRetl1Mp,"Starcastic Records",9B,https://p.scdn.co/mp3-preview/7dbaf87231e3fc036ec941531da44c33a1f41fd0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ce8e41ab7de45ede6aec25a8
32,"Sympacide","Pion",1,126,"","","Sympacide",2018-03-30,03:58,69,74,0,51,37,0,10,-9,C Major,4,2019-02-14,5KBYh3TWtfGcr1AWwmDJmk,"Entreprise",8B,https://p.scdn.co/mp3-preview/399b5f3434fe284a83325e84caf9c09d55b3ef83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f01c206bbb7dfb106bd4e712
33,"West Is My Home, Pt. 2","Essam,Fetti Nedds",12,170,"nasheed, ","World/Traditional","12.12",2018-12-12,04:08,57,65,16,0,19,50,10,-7,D#/E♭ Minor,4,2019-02-15,3srDotZorHpdAQalTJqWNN,"Essam",2A,https://p.scdn.co/mp3-preview/8672a0c5c80a7b971a06d6eafffba06507461d9b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d9d27f699bbd1d032fc08c42
34,"Weird Ways","Strand of Oaks",0,112,"modern folk rock","Rock","Weird Ways",2019-01-15,05:58,26,50,1,1,25,0,10,-7,F#/G♭ Minor,4,2019-02-18,38nNeYynBC9Q42IVn0I0zn,"Dead Oceans",11A,,https://i.scdn.co/image/ab67616d000048513e0ff3b62a79b4b86098c517
35,"Everyone Is a Bad Friend","Sir Babygirl",0,115,"bubblegrunge, new hampshire indie","Rock","Crush on Me",2019-02-15,02:59,49,89,2,0,59,10,10,-4,C Major,4,2019-02-19,6kYDhGsEE6KAgS5rs8LLfw,"Father/Daughter Records",8B,,https://i.scdn.co/image/ab67616d00004851eaf6127d0ee1853aaf0fb5a3
36,"In Your Head","Nilüfer Yanya",0,133,"art pop, uk alternative pop","Pop","In Your Head",2019-01-22,03:27,57,52,0,0,47,0,10,-7,A Major,4,2019-02-20,3yII5eBW54SokaA67zfInk,"ATO Records",11B,,https://i.scdn.co/image/ab67616d00004851fa9bfe3d05f2d91e314abbe8
37,"The Wire","Shovels & Rope",21,135,"alternative country, indie folk, new americana, progressive bluegrass, south carolina indie, stomp and holler","Country, Folk/Acoustic","The Wire",2019-01-15,02:56,56,55,1,0,63,0,10,-7,B Minor,4,2019-02-21,1yvcIA5Gv4079BWuaZfDvA,"Dualtone Music Group, Inc.",10A,https://p.scdn.co/mp3-preview/e983a1d220e6c0d2672aeb61dee773a59ed29efb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ebca9800f8cbe439bf875375
38,"Pool Party","Rudy Willingham",27,115,"","","Pool Party",2019-01-16,02:36,60,97,34,0,71,10,20,-2,B Minor,4,2019-02-22,3cDx1UYNPhCfO2tfbmKCTC,"Rudy Willingham",10A,https://p.scdn.co/mp3-preview/9680b0f1065211ad0e24b148387a24281f3ea3ea?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f4fa0d31c4617628492eeacb
39,"Cyboogie","King Gizzard & The Lizard Wizard",0,124,"australian psych, double drumming, microtonal, neo-psychedelic","Metal, Rock, Classical, Folk/Acoustic","Cyboogie",2019-02-01,06:47,44,72,7,73,20,0,20,-7,E Minor,4,2019-02-25,67hfDl8W1nAeqU7XPRFmcB,"ATO Records",9A,,https://i.scdn.co/image/ab67616d00004851e934b50a301303d9ec41bedb
40,"placeholder","Hand Habits",0,134,"bedroom pop, chamber pop","Pop","placeholder",2019-01-09,03:50,49,41,3,0,41,0,0,-9,F#/G♭ Minor,4,2019-02-26,07o8dBNKkSiwwtaGxKO6Qb,"Saddle Creek",11A,,https://i.scdn.co/image/ab67616d00004851852498d38e73fc6f7e74fd70
41,"Dylan Thomas","Better Oblivion Community Center,Phoebe Bridgers,Conor Oberst",0,116,"indie pop, indie rock, la indie, pov: indie, chamber pop, melancholia, omaha indie","Pop, Rock, Folk/Acoustic","Better Oblivion Community Center",2019-01-24,03:36,59,81,0,0,51,0,0,-8,D Major,4,2019-02-27,6x14wL9HvABR2Rix8N88EH,"Dead Oceans",10B,,https://i.scdn.co/image/ab67616d00004851f3e71e36d206dc9cb967674d
42,"Marigold","Flamingods",0,125,"","","Marigold",2019-01-17,03:40,40,84,0,0,75,0,30,-9,C Major,4,2019-02-28,57f9BTyO8pzPVjWGzpyyIR,"Moshi Moshi Records",8B,,https://i.scdn.co/image/ab67616d0000485145093c1d6d6e6af32f3a7cda
43,"Planes & Cranes","Emma Lee Toyoda",3,154,"","","I Hear U & I'm Here 4 U",2018-11-09,03:09,29,28,55,81,10,0,10,-14,C Major,3,2019-03-01,3erFuCSdYs31OX5B5h3Rqx,"Youth Riot Records / Enby Party",8B,https://p.scdn.co/mp3-preview/927964002538e57e93a49fd4e8ae371650875257?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851804950e65d52b1d59321e86a
44,"Eden","Tallies",0,106,"canadian shoegaze","Rock","Tallies",2019-01-11,03:58,44,90,0,2,57,0,20,-5,A Major,4,2019-03-04,63SUBFdOLAwrgmdt0w7HBg,"fear of missing out records",11B,,https://i.scdn.co/image/ab67616d000048516435bcc208f414d14d02d77e
45,"What Chaos is Imaginary","Girlpool",18,168,"bubblegrunge, countrygaze, indie punk, riot grrrl","Rock, Folk/Acoustic","What Chaos Is Imaginary",2019-02-01,05:23,33,55,45,78,24,10,0,-9,E Minor,4,2019-03-05,0hCShuMaC3qpZp7RJ5VlgX,"Anti/Epitaph",9A,https://p.scdn.co/mp3-preview/6809eee0f774f1c5a38e7b1967db33f229618264?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a6cb228fb0bb6d321b283ee7
46,"Olympic Girls","Tiny Ruins",0,126,"auckland indie, chamber pop, dunedin indie, nz folk","Rock, Pop, Folk/Acoustic","Olympic Girls",2019-02-01,04:37,38,49,70,0,44,0,10,-9,E Major,4,2019-03-06,4ErIc9MpZLNa9xRxNcDBM9,"Marathon Artists",12B,,https://i.scdn.co/image/ab67616d000048514c964855e47bacc9fa8860e1
47,"Slipstream","Holiday Ghosts",0,156,"cornwall indie","Rock","West Bay Playroom",2019-02-15,02:30,50,91,25,0,87,0,60,-6,G Major,4,2019-03-07,1UOknmpYllUuxHNmfooRj7,"PNKSLM Recordings",9B,,https://i.scdn.co/image/ab67616d00004851db6a12189caa00442672254d
48,"Last Chance County","Filthy Friends",0,173,"seattle indie","Rock","Last Chance County",2019-02-12,02:51,26,97,2,0,22,10,10,-2,E Minor,4,2019-03-08,6ERFMF48sSnYihh0nkb5jT,"Kill Rock Stars",9A,,https://i.scdn.co/image/ab67616d000048517fe3012a0c63b13425823ba6
49,"Bluesboy","Deer Tick",1,107,"alternative country, modern folk rock, new americana, rhode island indie, stomp and holler","Country, Rock, Folk/Acoustic","Mayonnaise",2019-02-01,04:10,55,89,2,0,49,0,20,-6,A#/B♭ Major,3,2019-03-11,2uAX8joOQnZkfgJsLz1g6E,"PTKF",6B,,https://i.scdn.co/image/ab67616d00004851cc5dfc95cfe8af531c935382
50,"Blankets","Craig Finn",0,106,"","","Blankets",2019-01-30,04:10,59,88,3,0,68,0,10,-6,C♯/D♭ Major,4,2019-03-12,4kET2kTqwze6Q8JmiCrDv7,"Partisan Records",3B,,https://i.scdn.co/image/ab67616d00004851bcbd6c3f1feff8f990aa653a
51,"Lose It","Stats",0,108,"uk alternative pop","Pop","Other People's Lives",2019-02-15,04:00,61,85,3,0,39,0,0,-7,D Major,4,2019-03-13,6bZHAxJsERAsGsw8FjDJx9,"Memphis Industries",10B,,https://i.scdn.co/image/ab67616d0000485170960e9d731f8c3b3def93fa
52,"The Tower","Bellows",0,130,"bedroom pop","Pop","The Rose Gardener",2019-02-22,04:20,55,61,58,0,51,0,10,-8,G Minor,4,2019-03-14,2IHrngB5zB9dX4Co8R8vjp,"Topshelf Records",6A,,https://i.scdn.co/image/ab67616d00004851e55487202afa2a24a1acde4d
53,"Phantom Heart","LEATHERS",0,140,"canadian post-punk, dark post-punk","Rock","Phantom Heart",2019-02-15,03:54,48,88,0,16,42,0,30,-5,D#/E♭ Major,4,2019-03-15,1HCQ1uyQ2a1KtNucDKGMkN,"LEATHERS",5B,,https://i.scdn.co/image/ab67616d0000485170f32d952406c89a97342ec9
54,"Old Man","Stella Donnelly",0,98,"australian singer-songwriter, perth indie","Folk/Acoustic, Rock","Beware of the Dogs",2019-03-08,03:33,69,76,7,0,70,0,0,-5,C♯/D♭ Minor,4,2019-03-18,6K9QPIt8AR422heY9O372w,"Secretly Canadian",12A,,https://i.scdn.co/image/ab67616d00004851e46284dd97f628323a544297
55,"No Halo","Kevin Morby",0,117,"chamber pop, indie rock, kc indie, modern folk rock","Pop, Rock","No Halo",2019-02-28,03:06,52,72,79,65,56,0,0,-5,C Major,4,2019-03-19,3VQSFTkbM2acvhwzkWztyM,"Dead Oceans",8B,,https://i.scdn.co/image/ab67616d000048516f37cbb928d2e6750d3c29b9
56,"The Great Pixley Train Robbery","Cass McCombs",27,97,"baroque pop, chamber pop, indie rock, neo-psychedelic, singer-songwriter","Pop, Rock, Folk/Acoustic","Tip of the Sphere",2019-02-08,04:00,58,64,16,0,79,0,10,-9,C Major,4,2019-03-20,4oRzacJVFt3KiXehJmRyXb,"Anti/Epitaph",8B,https://p.scdn.co/mp3-preview/d4fe3f5c52af4615e3efb6a83d53fd700668d6d1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182eba8f114e2bd50b36c5cb5
57,"Younger","The Mountain Goats",0,110,"anti-folk, chamber pop, folk punk, indie rock, lo-fi, melancholia, new weird america","Folk/Acoustic, Pop, Rock","Younger",2019-01-28,05:52,54,58,0,15,71,0,10,-13,B Minor,4,2019-03-21,6208C3qAxNakZF8WXJRp0I,"Merge Records",10A,,https://i.scdn.co/image/ab67616d00004851ebd9775bb054e6b2191e652b
58,"Grains of Salt","Tacocat",0,100,"bubblegrunge, indie punk, indie surf, power-pop punk, riot grrrl, seattle indie","Rock","Grains of Salt",2019-02-14,03:54,49,81,0,0,72,0,0,-5,C♯/D♭ Minor,4,2019-03-22,4nTWQdV8j1aSffnKsgFLzq,"Sub Pop Records",12A,,https://i.scdn.co/image/ab67616d00004851ec84c48c1cd89c9c6c60afb5
59,"Fantasma Vaga","Helado Negro",0,87,"deep latin alternative, experimental pop","Latin, Pop","This Is How You Smile",2019-03-08,04:23,66,35,80,34,44,0,10,-11,C♯/D♭ Minor,4,2019-03-25,7JldbFXMMlQNXIvceL5x6X,"RVNG Intl.",12A,,https://i.scdn.co/image/ab67616d00004851e5342f5ba209ac94fa5dab6f
60,"Everyday","Weyes Blood",0,113,"art pop, chamber pop, experimental folk, experimental pop, indie pop","Pop, Folk/Acoustic","Everyday",2019-02-12,05:07,48,57,27,0,42,0,0,-7,D Major,4,2019-03-26,3rxIqFuKGYsWFx12ovYK8S,"Sub Pop Records",10B,,https://i.scdn.co/image/ab67616d000048513394e3388f41684f628b0897
61,"Let Love Run the Game","Daniel Norgren",0,80,"swedish americana, swedish singer-songwriter","Folk/Acoustic","Let Love Run the Game",2019-03-12,03:24,59,67,76,0,52,0,30,-4,G Major,4,2019-03-27,0eLgYv0oVX44JcUH2IyyfV,"Superpuma Records",9B,,https://i.scdn.co/image/ab67616d00004851c98f60c5e07b6fa4cbb388d9
62,"I Wanna Keep Yr Dog","illuminati hotties",0,161,"bubblegrunge","Rock","I Wanna Keep Yr Dog",2019-03-06,02:58,43,78,1,0,39,0,10,-5,C♯/D♭ Major,4,2019-03-29,04p1LJ1zsEfhZsaPH0SBVD,"Tiny Engines",3B,,https://i.scdn.co/image/ab67616d00004851106ebaf8fdf89fba0ff1852e
63,"Tethered","Versing",0,147,"seattle indie","Rock","Tethered",2019-02-13,03:18,36,78,0,3,11,0,30,-5,G Major,4,2019-03-29,4supF1zsQ3VPJPqBoq98Xv,"Hardly Art",9B,,https://i.scdn.co/image/ab67616d00004851cb56ef4c5dbb4b37e529d594
64,"Mute","Club Night",0,97,"oakland indie","Rock","Mute / Trance",2018-10-24,03:20,35,64,1,0,29,0,0,-6,C Major,1,2019-04-01,39UCAJ1ARXX5klBbW20kPa,"Tiny Engines",8B,,https://i.scdn.co/image/ab67616d000048518f1f129724377b4cf752c720
65,"Dublin Blues","Steve Earle",11,104,"alternative country, classic texas country, country rock, folk, heartland rock, outlaw country, roots rock, singer-songwriter","Country, Rock, Folk/Acoustic","Dublin Blues",2019-01-09,03:48,45,57,38,62,38,0,10,-6,A Major,4,2019-04-02,4cg5snXx4DdwM4ruYxpcGI,"New West Records",11B,https://p.scdn.co/mp3-preview/96afa988cac63729f09fc8cb60e1b6935e97bcd5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115f509af8b4a8717577631c7
66,"The River","Citizen Cope",21,134,"alternative rock","Rock","Heroin and Helicopters",2019-03-01,04:35,63,93,25,0,73,0,0,-4,G Major,4,2019-04-03,7K0aIMvRPWQ95s3YGD1bfN,"RainWater Recordings",9B,https://p.scdn.co/mp3-preview/b879e21ccf51e1194f0902b65258c86a9daef306?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514b4e449ef4b70b1070fe0f91
67,"Dead of Night","Orville Peck",0,100,"alternative country, queer country","Country","Pony",2019-03-22,03:59,45,55,82,36,50,0,0,-12,D Major,4,2019-04-04,4WDazmiEd5PyY3taS11VfD,"Sub Pop Records",10B,,https://i.scdn.co/image/ab67616d0000485156ebaf407e8dbc09afd7f6be
68,"Uproar, Uproar.","Ben Zaidi",0,181,"folk-pop","Pop","All / Alone",2018-12-07,03:03,46,67,74,17,64,30,10,-12,F#/G♭ Minor,4,2019-04-05,5M9DGBKcPN5SSy3387RqJu,"Ben Zaidi, LLC",11A,,https://i.scdn.co/image/ab67616d0000485124e396f5180fdd9565d40603
69,"Without A Blush","Hatchie",0,95,"brisbane indie","Rock","Without A Blush",2019-02-25,04:58,52,74,2,1,58,0,30,-8,G Major,4,2019-04-09,1vXdJ010FQ5UnMHjczXJd9,"Heavenly Recordings",9B,,https://i.scdn.co/image/ab67616d0000485150bd960a9e8408a3259b787f
70,"Even in the Tremor","Lady Lamb",22,118,"indie singer-songwriter, maine indie","Folk/Acoustic","Even in the Tremor",2019-04-05,04:24,65,58,14,0,24,10,20,-8,C♯/D♭ Minor,4,2019-04-09,6F4UgWQag8N1fFK1rcqN50,"Ba Da Bing!",12A,https://p.scdn.co/mp3-preview/960c6c3ce6a41f892ee2f3a7520d51b1e48cc844?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b8b95bec26f04a2678523160
71,"Turning Teeth","Jesus & The Brides of Dracula",0,96,"","","Under the Silver Lake (Original Motion Picture Soundtrack)",2018-07-06,04:37,50,54,4,0,30,0,10,-11,F#/G♭ Minor,4,2019-04-10,1jUbItngG5Tn1swiTd8cHt,"Milan Records",11A,,https://i.scdn.co/image/ab67616d000048516ef25c1dc83dcb3fdfa75428
72,"Capacity","Charly Bliss",0,110,"bubblegrunge, indie punk, modern power pop","Rock, Pop","Capacity",2019-02-06,03:41,64,67,0,0,75,0,10,-5,C♯/D♭ Minor,4,2019-04-11,5ex760hiyHxXM5eMTtY731,"Lucky Number",12A,,https://i.scdn.co/image/ab67616d000048513fac91f6e4cac5ac20c69054
73,"Beware the Heartless","Oceanwires",0,92,"","","There Never Was a Was",2019-02-08,02:53,45,93,0,0,80,0,10,-6,G Major,4,2019-04-13,2nJYGKurQO9ORHbFpzHCph,"Factory Belt Records",9B,https://p.scdn.co/mp3-preview/67ced275ef457ab570c53cca809c889cb7dcdb50?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515b8c4042e59edc81378d4c1e
74,"ZORA","Jamila Woods",0,83,"afrofuturism, alternative r&b","R&B","ZORA",2019-02-05,03:06,57,81,8,0,51,0,10,-4,A#/B♭ Minor,4,2019-04-16,3wnwFm1qASQgFIYAVCcfkR,"Jagjaguwar",3A,,https://i.scdn.co/image/ab67616d000048512e665fb493d9063bad693478
75,"stephen","Lowly",0,130,"aarhus indie, danish indie pop, experimental pop","Jazz, Pop","Hifalutin",2019-04-12,04:08,68,46,47,61,17,0,10,-10,G#/A♭ Major,4,2019-04-16,3AwtFDVJ7ZGWxHbQJmk9sN,"Bella Union",4B,,https://i.scdn.co/image/ab67616d00004851936b43d26f33b20ea256d43e
76,"(I Blame) Society","Titus Andronicus",0,91,"indie rock, lo-fi, new jersey indie","Rock","(I Blame) Society",2019-04-02,03:20,28,86,0,0,69,0,30,-5,D Major,4,2019-04-17,2yMhLBzcF2FI5la4zHq6Ar,"Merge Records",10B,,https://i.scdn.co/image/ab67616d000048516b608432e77cf95de4f1e657
77,"The Dark Side of the Sun","Sol Oosel",13,133,"post-punk mexicano","Latin","Janus",2018-08-24,06:29,54,90,0,62,20,0,80,-7,G Major,4,2019-04-18,1jcKz32Gme5pyCVZnWoL2v,"iuydoiway",9B,https://p.scdn.co/mp3-preview/eb9666e6cc40347afb05d6f705ccf0b6f20fb3c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513cff7bf3beea54b8fdf6e697
78,"Satellites","New Age Healers",0,126,"american shoegaze","Rock","Satellites",2019-04-01,03:48,42,93,0,78,19,0,10,-7,E Major,4,2019-04-19,5WbOOWX2GK8l1cJulTjMlv,"New Age Healers",12B,,https://i.scdn.co/image/ab67616d00004851eef9dbac68631b4e5e2bfeee
79,"Father Mountain","Calexico,Iron & Wine",0,154,"alternative country, chamber pop, roots rock, tucson indie, acoustic pop, indie folk, indie rock, stomp and holler","Pop, Country, Folk/Acoustic, Rock","Father Mountain",2019-03-21,02:54,41,54,55,0,75,0,10,-9,F#/G♭ Major,4,2019-04-22,1whixU26CVa4jqzES8hDst,"Sub Pop Records",2B,,https://i.scdn.co/image/ab67616d00004851b333a28a1d984f34f91dec93
80,"Method Man","Stef Chura",0,177,"bubblegrunge, detroit indie, indie punk","Rock","Method Man",2019-03-06,03:07,27,79,0,0,59,0,10,-7,F Major,4,2019-04-23,7aGSxvbuOcfmPdkQSIbkU0,"Saddle Creek",7B,,https://i.scdn.co/image/ab67616d0000485107f1ea647fc85fa7dc5d6f59
81,"You're Not Always On My Mind","Quivers",0,132,"tassie indie","New age","You're Not Always On My Mind",2019-02-20,03:48,55,88,0,8,35,0,30,-4,G Major,4,2019-04-24,4BIWeSOZGC1BAFahuBUOBY,"Hotel Motel",9B,,https://i.scdn.co/image/ab67616d00004851764d712af166c448f825d867
82,"Choose Yourself","Star Slinger",30,80,"chillwave","Rock","Choose Yourself",2019-01-30,03:18,78,53,88,1,42,0,0,-4,B Minor,4,2019-04-25,5KP7YwndYHeBqU3bdNszHa,"Star Slinger",10A,https://p.scdn.co/mp3-preview/9e99b415d11de31d8d41474d27060f6b269033b2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b05f4cb627ecf6b4e1d08740
83,"Better Days","OCnotes",0,80,"seattle hip hop","Hip Hop","Better Days",2019-04-12,03:29,27,70,0,8,11,0,30,-6,D Major,4,2019-04-26,2sfGs2aXCtWagxWGeR8lIE,"Sub Pop Records",10B,,https://i.scdn.co/image/ab67616d0000485184357eb34f6b8164e1a55031
84,"Grease Monkey","Uranium Club",20,108,"art punk, egg punk","Rock","The Cosmo Cleaners",2019-03-15,03:59,37,91,0,24,75,0,50,-7,C Minor,4,2019-04-30,0W7555EiwIl7jaSftUBJb8,"Static Shock",5A,https://p.scdn.co/mp3-preview/5e5c8fdcdcc567cafc0ce79452ae06ef067f6b49?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485179431d881441ceca6f1341bb
85,"Lucky","Dead Bars",0,92,"orgcore, seattle indie","Rock","Regulars",2019-05-03,02:25,26,87,0,0,58,0,10,-6,G#/A♭ Major,4,2019-05-03,4xavJVuuak5VU6gEaksU58,"A-F Records",4B,,https://i.scdn.co/image/ab67616d00004851e139642f7579d2275b580c44
86,"Süpürgesi Yoncadan","Altin Gün",45,102,"dutch indie, turkish psych","Folk/Acoustic, Pop","Gece",2019-04-26,05:29,52,65,1,25,38,0,0,-12,D Major,4,2019-05-07,1seGm3saXyST058oeZLZWF,"Glitterbeat Records",10B,https://p.scdn.co/mp3-preview/6f75dbfeb4d78cdc71767ffd58987c80c068ea92?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485154f6526cabbf2c0c3db8eb61
87,"KRK (At Home In Strange Places)","Vanishing Twin",0,103,"chamber psych, experimental pop, neo-psychedelic","Folk/Acoustic, Pop","KRK (At Home In Strange Places)",2019-03-13,04:25,46,55,16,42,55,0,40,-10,G Major,3,2019-05-07,3FwFEKcd5fbuNKV4DXmiNS,"Fire Records",9B,,https://i.scdn.co/image/ab67616d000048514b623d08b2cfd6012e2a6726
88,"Outside","MorMor",0,127,"canadian contemporary r&b","R&B","Outside",2019-03-21,03:58,64,61,9,43,60,0,10,-7,C♯/D♭ Major,4,2019-05-09,7Cx3kiPstZOSKAqTe3LtEi,"Don't Guess",3B,,https://i.scdn.co/image/ab67616d0000485149fa94f5edbe464524b0dcb7
89,"Frank","Just Mustard",0,151,"crank wave, irish indie rock, irish post-punk","Rock","Frank",2019-04-15,03:02,29,72,5,0,13,0,0,-6,E Major,4,2019-05-10,09PQiefxkduQeaNUknZj8S,"Pizza Pizza Records : PPR005",12B,,https://i.scdn.co/image/ab67616d00004851378363695c044022b2edde2c
90,"All Of Our Yesterdays","Mac DeMarco",49,143,"edmonton indie, lo-fi indie, pov: indie","Folk/Acoustic, Rock, Pop","Here Comes The Cowboy",2019-05-10,04:03,78,43,17,14,57,10,0,-10,D Major,4,2019-05-11,2N16QiEd8CZoEApMGj95wo,"Mac’s Record Label",10B,,https://i.scdn.co/image/ab67616d00004851fa1323bb50728c7489980672
91,"Drive On","Alex Schaaf",0,133,"minneapolis indie","Rock","Drive On, Armistice",2019-04-01,04:17,61,80,7,23,61,0,10,-8,G Major,4,2019-05-14,5yJ30LvJYypBDnUjUzaaMD,"Offline Records",9B,,https://i.scdn.co/image/ab67616d00004851c49aa7a42373777ecb52b32e
92,"Pretending He Was You","Claude Fontaine",0,126,"tropical alternativo","Latin","Claude Fontaine",2019-04-26,03:14,82,55,73,86,82,0,10,-13,G#/A♭ Minor,4,2019-05-15,1mr41aWA40oSY5W4se3Tkg,"Innovative Leisure",1A,,https://i.scdn.co/image/ab67616d0000485121066c7660e10658eac9a85c
93,"F Delano","Kishi Bashi",0,202,"chamber pop, metropopolis, shimmer pop, stomp and whittle","Pop, Electronic","F Delano",2019-04-04,03:24,24,80,16,0,53,0,50,-6,C Major,4,2019-05-16,3lo49mXR0DakVtIguASSmD,"Joyful Noise Recordings",8B,,https://i.scdn.co/image/ab67616d0000485141ba13d264456079641b28ec
94,"Chain of Being","Crows",0,155,"crank wave, uk post-punk revival","Rock","Silver Tongues",2019-03-22,04:23,30,91,0,65,12,0,10,-5,D Major,4,2019-05-17,5IqMzWKNhyO6AgAUtIy54D,"Balley Records",10B,,https://i.scdn.co/image/ab67616d00004851c39a0b2000902f8c8d3bd5fe
95,"Two Colors","Chong the Nomad",0,78,"seattle indie","Rock","Two Colors",2019-04-05,03:55,72,41,24,0,35,50,30,-10,C♯/D♭ Minor,4,2019-05-18,4s37Oi8yMjWzO3DlOPq5ZT,"Chong the Nomad",12A,,https://i.scdn.co/image/ab67616d00004851edc24f97ae4eb5fdb5f5fd7c
96,"Old Engine Oil","The Budos Band",0,93,"afrobeat, ethio-jazz, instrumental funk, instrumental soul","World/Traditional, Jazz, R&B","The Budos Band V",2019-04-12,03:11,40,91,0,84,33,0,10,-6,D Major,4,2019-05-21,2mykyU0Q5oz4Bc7CMeBsk8,"Daptone Records",10B,,https://i.scdn.co/image/ab67616d00004851840af2dc5c469c920fb350ab
