#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,Spotify Track Img,Song Preview
11,Radio Kids,Strand of Oaks,0,126,modern folk rock,Rock,Hard Love,2/17/2017,4:26,42,92,0,0,26,0,30,-2,E Minor,4,3/3/2017,5lDLrn39nvhFWEsabAX4zu,Dead Oceans,9A,,https://i.scdn.co/image/ab67616d0000485177e7c5fc2f662abd4ab42d32
12,Soothing,Laura Marling,0,143,"british folk, british singer-songwriter, chamber pop, singer-songwriter","Folk/Acoustic, Pop",Soothing,11/28/2016,4:16,68,30,42,8,55,0,10,-12,D Minor,4,3/3/2017,2QQGWZLoe4t19wkZ5nKOD9,More Alarming Records,7A,,https://i.scdn.co/image/ab67616d00004851746f95c3b5f0018ead493ce1
13,All You Have to Say,Aan,3,165,"experimental psych, portland indie","Folk/Acoustic, Rock",Dada Distractions,11/18/2016,3:36,40,76,0,12,50,0,0,-6,G Major,4,3/3/2017,37DlWzEBwydKEqQRJjIY6k,Party Damage Records,9B,https://p.scdn.co/mp3-preview/a7dba73b687a26cc9c412dfc033f37f7ce1c0236?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519dfdcc72945a0b7442bf4ba3
14,Occupied,The Radio Dept.,12,125,"dream pop, lund indie, metropopolis, modern dream pop, nordic shoegaze, nu gaze, shoegaze, swedish indie pop","Pop, Rock, Electronic",Running Out Of Love,10/21/2016,7:19,66,72,2,81,74,0,0,-9,F#/G♭ Major,4,3/3/2017,6tHUIkZi3wtdAYF5ZHP4gw,LABRADOR (LBD),2B,,https://i.scdn.co/image/ab67616d00004851fb1ae2bbcd8ae738cfd8e36e
15,Hands up in the Air,Úlfur Eldjárn,0,91,"icelandic electronic, icelandic experimental","Electronic, Classical",Hands up in the Air,1/16/2017,6:38,59,66,18,88,9,0,10,-12,E Minor,4,3/3/2017,0l0MdHJZobJNHVlxfhHnh8,LabbRabb,9A,https://p.scdn.co/mp3-preview/cd9d2a68fc540942e050026a6bb85fef0ccbe2e2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4479241b8257b3181aa3f83
16,People,Little Scream,0,107,quebec indie,Rock,People,12/9/2016,5:22,58,80,12,0,64,0,10,-7,E Minor,4,3/3/2017,3plYlkHMV81X4CJwavDF1J,Merge Records,9A,,https://i.scdn.co/image/ab67616d00004851d24b26b72112f7ece5887be1
17,Talk to Me,Run The Jewels,0,127,"alternative hip hop, escape room, hip hop, political hip hop","Hip Hop, Pop",Run the Jewels 3,12/25/2016,2:31,71,69,4,0,72,20,30,-7,G Major,4,3/3/2017,0CBLqGc1esSZ5dM2gOZHsU,"Run The Jewels, Inc.",9B,,https://i.scdn.co/image/ab67616d00004851c48e082c2f19af0edf06f18a
18,Vice,"The Black Clouds,Mark Arm,Jack Endino",1,160,"new jersey punk, underground grunge","Metal, Rock",After All,1/13/2017,2:35,36,97,0,0,48,0,30,-8,E Major,4,3/3/2017,6fWFgvDBE9vCQz87lejEX7,Capacitor Records,12B,https://p.scdn.co/mp3-preview/9c630affc6cefca85c80b7954a1696af115279e9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a8839d12835ea19bf04f4295
19,Louisville,Matt Pond PA,23,142,philly indie,Rock,Louisville,1/31/2017,2:56,56,62,8,71,63,0,0,-11,F#/G♭ Major,4,3/3/2017,2mhwsud3cbmiXOllma0Ct6,131 Records,2B,https://p.scdn.co/mp3-preview/bee989f8300e8c5b24e157ae7239312ff63f7a25?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb32a237eff6239734943158
20,Star Roving,Slowdive,0,144,"alternative rock, dream pop, reading indie, shoegaze","Rock, Pop",Star Roving,1/13/2017,5:38,33,93,7,70,39,0,20,-5,A Major,4,3/3/2017,0eNeturRjWHoi2SxITY0XC,Dead Oceans,11B,,https://i.scdn.co/image/ab67616d0000485149540bb23679c6d7cbe83095
21,Radiator Face,Luxury Death,0,134,manchester indie,Rock,Radiator Face,8/17/2016,4:21,43,73,0,2,26,0,30,-5,G Major,4,3/3/2017,20QHqSUtlrAYSzhLxLwgUD,PNKSLM Recordings,9B,,https://i.scdn.co/image/ab67616d000048512d37c48683cae5aaeb4d33aa
22,Rebel Black,angelic milk,0,136,"russian indie, russian shoegaze","Electronic, Folk/Acoustic",Rebel Black,5/25/2016,3:08,39,92,0,46,48,0,20,-1,C Major,4,3/3/2017,7KfGHbGYVYOQL4HtWKxvsh,PNKSLM Recordings,8B,,https://i.scdn.co/image/ab67616d000048514bba4cfa42710a0c1a5a54df
23,Why?,Rudy Willingham,2,142,,,Why?,11/16/2016,5:38,46,75,1,26,32,20,10,-7,A#/B♭ Minor,4,3/3/2017,3KARwJFomEhuRh2UYZ5gaD,Rudy Willingham,3A,https://p.scdn.co/mp3-preview/e5b232d650efac317f134e5f025ce4e9dc4fb9d0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dce90fca7e5038264ab033b7
24,Wires,JFDR,0,138,icelandic indie,Classical,Wires,2/7/2017,2:58,63,66,61,14,3,0,10,-19,D Major,4,3/3/2017,7bZ3oWkS4ESSZAFvmRnDxD,White Sun Rec,10B,,https://i.scdn.co/image/ab67616d0000485120ed2b1841746496584441ef
25,Have Some Love,Childish Gambino,0,148,"atl hip hop, hip hop, rap",Hip Hop,"Awaken, My Love!",12/2/2016,3:44,78,80,2,2,95,0,60,-6,E Minor,4,3/3/2017,5LTgI9VsuL3NKrv2WHBgNx,Glassnote Entertainment Group LLC,9A,,https://i.scdn.co/image/ab67616d000048510b97e56ffad7c6211aa848f8
26,Laura Lee,The Besnard Lakes,0,170,"canadian shoegaze, quebec indie, rock quebecois",Rock,The Besnard Lakes Are The Divine Wind,2/9/2017,3:47,27,88,0,39,47,0,10,-5,E Minor,4,3/3/2017,1ew6ZZWHcvJNneBbakCbPx,Jagjaguwar,9A,,https://i.scdn.co/image/ab67616d0000485183762ebc4a0329f66b9d71b0
27,Creepin’,Moon Duo,0,165,"neo-kraut, neo-psychedelic",Folk/Acoustic,Occult Architecture Vol. 1,2/3/2017,4:14,33,88,3,2,46,0,40,-7,G Major,4,3/3/2017,0kzaPm6botJiXqkYzsiZJD,Sacred Bones Records,9B,,https://i.scdn.co/image/ab67616d00004851881d2f23ba5b8932fac36422
28,The Man Who Made Himself a Name,Shelby Earl,0,114,,,The Man Who Made Himself a Name,2/6/2017,3:34,49,66,25,0,20,0,10,-6,A Major,4,3/3/2017,1WVcuZgAbgoQhrh7lpOzBS,Nine Mile Records,11B,,https://i.scdn.co/image/ab67616d0000485121860287ff19bd8c8391f5be
29,Bobby Fuller Died for Your Sins,Chuck Prophet,0,122,"alternative country, alternative roots rock, roots rock","Country, Rock",Bobby Fuller Died for Your Sins,2/10/2017,3:23,62,81,1,2,77,0,0,-3,A Major,4,3/3/2017,3I72ud24LlD37QxFCjC3Me,Yep Roc Records,11B,,https://i.scdn.co/image/ab67616d00004851ac75379cefcb8a8603584bea
30,Ensen Dhaif,Emel,0,120,"arab alternative, arab pop, tunisian pop","World/Traditional, Pop",Ensen Dhaif,10/7/2016,4:22,41,37,10,0,20,0,10,-11,E Minor,4,3/3/2017,5QQMjC0VpSiSdcEbQPwVBd,PTKF,9A,,https://i.scdn.co/image/ab67616d000048515fde017ac0619d8d20f4af50
31,Over the Rooftops,Tuomo & Markus,11,180,"finnish jazz, finnish soul","Jazz, R&B",Dead EP,2/12/2016,3:09,31,36,69,0,22,0,10,-11,B Minor,4,3/3/2017,0g8x2F1H1EoIsMtRqwtVxa,Grand Pop,10A,https://p.scdn.co/mp3-preview/642825624589d1013ea27381b2c3ac1a034cf75c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519d88df693b940335352becbc
32,Ramses the Evil Brother,The Holy,22,180,"finnish indie, finnish post-punk","World/Traditional, Metal",Ramses the Evil Brother,7/5/2016,4:34,38,71,0,43,18,0,0,-7,D Major,4,3/3/2017,35BqwFDe0CJA0Hg6QrBFLD,Playground Music Finland,10B,https://p.scdn.co/mp3-preview/4095b45ca3c1c2c0c6f44fe46bdb38591b70abc3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851679da92580700152b8d63636
33,London,Mega Bog,7,130,experimental indie,Folk/Acoustic,Happy Together,2/3/2017,2:58,68,63,28,71,64,0,20,-7,A Minor,4,3/3/2017,5RVCfj5R3kjKBtfFGjf45T,Nicey Music,8A,https://p.scdn.co/mp3-preview/cd112c86b3fa1207a16e50a4a4e7352ca1d4bb0e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485123247f2cb721ea3770cf7901
34,Do It Again,Lady Wray,0,96,,,Queen Alone,9/23/2016,3:59,57,61,22,0,78,0,10,-8,B Minor,4,3/3/2017,7cjbglDR6yec0j1gl92ApG,Big Crown Records,10A,,https://i.scdn.co/image/ab67616d0000485138b1c0864dac8e7f05401302
35,Tummy Ache,Diet Cig,11,120,"bubblegrunge, indie punk",Rock,Tummy Ache,1/12/2017,2:40,51,71,3,2,44,0,30,-8,D Major,4,3/3/2017,6sr6fEIGEih3o3YGj8RFtT,Frenchkiss Records,10B,https://p.scdn.co/mp3-preview/91a30a138caf9a948e061805ecd2734c3dd597c7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bd4f38fad089d60ee26dab80
36,Sirens of Jupiter,The Olympians,0,93,instrumental funk,R&B,The Olympians,10/28/2016,3:42,55,71,11,11,89,0,0,-8,F Minor,4,3/3/2017,2yM6bVAkaJP5YzTBlAgUbK,Daptone Records,4A,,https://i.scdn.co/image/ab67616d0000485156e5aba68bb90ed1acbe64cb
37,Teasin',Hiccup,0,92,brooklyn indie,Rock,Teasin',1/13/2017,2:29,35,93,0,57,41,0,20,-7,D Major,4,3/3/2017,365KlU8qKefmi4dcdFgFoF,Father/Daughter Records,10B,,https://i.scdn.co/image/ab67616d00004851540db8ccb0a2d1cd27cdb1db
38,Something Inside,Weirdo Machine,0,96,,,Eagle,2/2/2017,5:16,48,85,0,0,56,0,10,-5,E Major,4,3/3/2017,29AGKiDz2yQ9xnjs63msY2,Weirdo Machine,12B,https://p.scdn.co/mp3-preview/5f5ba6a29499f60e4c21aa01b28609d6b91685ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851728bcffa86a6e6acd74c1423
39,Nothing Feels Natural,Priests,0,146,"american post-punk, bubblegrunge, dc indie, indie punk, riot grrrl",Rock,Nothing Feels Natural,1/27/2017,3:59,31,69,1,87,31,0,0,-7,A Minor,4,3/3/2017,7jFM0wZch8oJVRVQMl2nvV,Dischord Records,8A,,https://i.scdn.co/image/ab67616d000048519dd63987b2d55059287135db
40,Back Pages,The Proper Ornaments,0,119,garage psych,Folk/Acoustic,Foxhole,1/20/2017,2:45,54,80,0,0,32,0,10,-6,C Major,4,3/3/2017,6ElcoBzYDiC1exJrxFKy70,Slumberland Records,8B,,https://i.scdn.co/image/ab67616d00004851b3ad25cee9b508391065246d
41,Sun Kids (feat. Mikaela Davis),"Spaceface,Mikaela Davis",18,100,"neo-psychedelic, rochester ny indie","Folk/Acoustic, Rock",Sun Kids (feat. Mikaela Davis),1/31/2017,5:50,41,47,77,20,21,0,10,-11,C Major,4,3/3/2017,0CVTV5FDVN2ywn3Lica1Ry,Spaceface,8B,https://p.scdn.co/mp3-preview/e0aa569e832992cadec5920b10c03a747a19b26c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485109ebb968c2b3f00360ad4f8c
42,Silver Velvet,The Courtneys,0,147,"bubblegrunge, indie punk, indie surf, vancouver punk",Rock,Silver Velvet,11/23/2016,3:00,40,89,36,0,85,0,0,-5,A Major,4,3/3/2017,52AcgbR1aYNgQTyk0bXx6t,Flying Nun Records,11B,,https://i.scdn.co/image/ab67616d00004851b61cc9a83afeca8c56f40807
43,Rosetta,Haiku Garden,4,158,slovenian indie,Electronic,Waver,5/12/2016,4:03,40,92,0,84,46,0,10,-7,B Major,4,3/6/2017,6wEeA6jb3CLBj8ZHRLK14N,Kapa Records,1B,https://p.scdn.co/mp3-preview/48b756df0eef309e535d0405eaa481ba5370d226?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510fd2aee249226154a2d896b5
44,4:17,The Ills,5,190,slovak indie,Rock,Ornamental or Mental,4/20/2016,5:53,33,63,2,83,32,0,10,-8,C Major,3,3/7/2017,39YOgncbcs83sVX0wGUUZh,The Ills,8B,https://p.scdn.co/mp3-preview/e8b378f18ce61b265fecadbf811b76af988a7146?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851478969addc624fa8f8ed1d5a
45,Devilishly,The Jack Wood,0,71,garage rock revival,Blues,Ritual,9/1/2016,3:05,35,96,1,0,24,20,40,-5,E Major,4,3/8/2017,0X99aMFPWhW0ycjpeTGAVD,The Jack Wood,12B,,https://i.scdn.co/image/ab67616d00004851b1066b5c4c3d27fad81c2be3
46,Bad Fanfiction,persons from porlock,2,150,slovenian indie,Electronic,Bad Fanfiction,12/7/2016,4:54,44,84,0,74,52,0,0,-7,A Major,4,3/9/2017,3Y5TqcVb7FtRx0b1Wjy0bD,641226 Records DK,11B,https://p.scdn.co/mp3-preview/df165103ca37459843632856ba2ac06ffd498997?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e4380e7d6c2f1ad59d284d9
47,Moving as One,LOYAL,16,114,"brighton indie, vapor soul","Rock, R&B",Moving as One,1/13/2017,5:26,71,84,0,7,48,0,10,-7,G Major,4,3/13/2017,13ZGf65qmFqTwWNjppn3f6,IAMSOUND,9B,https://p.scdn.co/mp3-preview/f574fd8ccc14bf9feaffc7ea9debdfcbaae1e372?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d5e942c9c3f8a2e086856a7
48,Only Songs,The Wild Reeds,0,108,"indie folk, new americana, stomp and holler",Folk/Acoustic,Only Songs,1/13/2017,4:36,58,74,8,0,58,0,10,-5,F#/G♭ Major,1,3/14/2017,4GbAYlr0NadVOs7yyVOaxu,"Dualtone Music Group, Inc.",2B,,https://i.scdn.co/image/ab67616d0000485194752f422ebdcdb66d700bc6
49,Mental Haven,Hater,0,131,malmo indie,New age,Mental Haven,11/10/2016,3:25,37,78,0,0,64,0,20,-4,F Major,4,3/15/2017,4PeWKkVFTL8w1eptc8jLUt,PNKSLM Recordings,7B,,https://i.scdn.co/image/ab67616d0000485190271608f12062724991ec81
50,Rican Beach,Hurray For The Riff Raff,0,116,"alternative country, chamber pop, folk, new americana, new orleans americana, queer country, stomp and holler","Country, Pop, Folk/Acoustic",The Navigator,3/10/2017,3:32,69,86,49,1,45,0,30,-7,A#/B♭ Minor,4,3/16/2017,7AQvKMpBr6U8KC9NZ7hX0N,ATO Records,3A,,https://i.scdn.co/image/ab67616d000048514b0734d81c17224d2408f795
51,Invisible,Minus the Bear,0,97,"indie rock, math pop, post-hardcore","Rock, Pop",VOIDS,3/3/2017,3:56,45,90,1,0,64,0,20,-4,D Major,4,3/17/2017,45MLgHmYPR1aZ6dIJ7hCdc,Suicide Squeeze Records,10B,,https://i.scdn.co/image/ab67616d0000485155afe8b80318554b77747d3d
52,Colour Of Water,Rose Elinor Dougall,0,130,brighton indie,Rock,Stellular,1/27/2017,4:56,44,88,0,56,23,0,30,-5,G Major,4,3/20/2017,5URfmqaIij8iAsMTNGp8KE,Vermilion Records,9B,,https://i.scdn.co/image/ab67616d000048515153e138bd26de898f5c3c23
53,Armija,Bernays Propaganda,3,135,"balkan post-punk, macedonian indie, macedonian rock","New age, Rock",Politika,3/14/2016,3:13,68,92,27,73,68,0,10,-6,C♯/D♭ Minor,4,3/21/2017,49orsHeZERFzU6dvDKM0Ty,Moonlee Records,12A,https://p.scdn.co/mp3-preview/118ffd913db6080f0dc7f2d1822b12e35f8eea2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485168eee9755089827e632fe6ea
54,Doors Dance,Erki Pärnoja,0,83,estonian pop,Pop,Doors Dance,11/1/2016,3:31,25,65,3,97,33,0,10,-10,F Major,5,3/23/2017,6yeZVmEAXAgmDUddIWuo2t,Erik Lindström Music,7B,,https://i.scdn.co/image/ab67616d000048519354b928faa6abe34ca1f512
55,Show Me the Stars,Lydia Ramsey,1,168,,,Bandita,2/15/2017,4:24,19,34,5,0,10,0,20,-10,D Major,3,3/24/2017,1RkXE3KUCN7F9JI81l9WCf,Lydia Ramsey,10B,https://p.scdn.co/mp3-preview/6137d948936f95d189ee6db5538d359690f6b4c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485141986ad6a8f58d2d23973f49
56,Sports,Fufanu,0,176,"icelandic indie, icelandic post-punk","Classical, Rock",Sports,9/12/2016,6:03,56,79,0,50,88,0,10,-9,G Major,4,3/28/2017,5QlYvnKkZ2kvjXEDTNyOzF,One Little Indian Records,9B,,https://i.scdn.co/image/ab67616d000048513892c7a3247ff19c3f8474d9
57,Lovely Storm,Brenda Xu,1,115,,,Overflow,3/24/2017,4:12,60,32,87,23,7,0,10,-12,A#/B♭ Minor,4,3/29/2017,0FgmeYDOX28bMAVNBJTg7Z,Brenda Xu,3A,https://p.scdn.co/mp3-preview/26d8bbf60f67147f1d8cfb54a671e83889a5060b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485181c35c5c7a261a5e29196a66
58,My Old Man,Mac DeMarco,0,149,"edmonton indie, lo-fi indie, pov: indie","Folk/Acoustic, Rock, Pop",My Old Man,1/31/2017,3:41,66,57,68,25,83,0,10,-11,C♯/D♭ Major,4,3/30/2017,1Cf943IKq0bhdBv4VfdOcd,Captured Tracks,3B,,https://i.scdn.co/image/ab67616d000048510628a70a74b3ce04fcae0685
59,Only One,Sera Cahoone,12,95,indie folk,Folk/Acoustic,From Where I Started,3/24/2017,3:17,52,71,68,0,68,0,10,-9,D#/E♭ Major,4,4/3/2017,0ahTrIsYWnX62xv2dVnkUP,Lady Muleskinner Records,5B,https://p.scdn.co/mp3-preview/38a7c30bfcac9c8eb07284107be8518b2b926a62?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485188f2977fa1a68ad9768b7e75
60,Always The Right Time,Entrance,5,114,new weird america,Folk/Acoustic,Book Of Changes,2/24/2017,3:31,52,76,18,0,36,0,10,-5,C Major,4,4/3/2017,77sDBDePbpoGU7UjQTnOxB,Thrill Jockey,8B,https://p.scdn.co/mp3-preview/b40600a31cbfd945690380bcbfc0c179c5d93da5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851116069bb0cc31ac42d487c33
61,Dirty Rain,Andrew Combs,37,125,"nashville americana, new americana","Country, Folk/Acoustic",Dirty Rain,2/3/2017,3:12,45,26,83,0,37,0,20,-9,G#/A♭ Major,4,4/4/2017,6hNZ5O5riDfxd2wWNgkjVn,New West Records,4B,https://p.scdn.co/mp3-preview/2f7ce799894edb90489d0974ea71d72e266793f6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be357b9bc9690d88c5c22833
62,1 Billion Dogs,Jay Som,0,75,"art pop, bay area indie, bubblegrunge, indie pop, oakland indie, small room","Pop, Rock",Everybody Works,3/10/2017,2:44,29,83,0,36,36,0,20,-5,F Minor,4,4/5/2017,1US5sDsfGVTASyDgb4BI30,Polyvinyl Records,4A,,https://i.scdn.co/image/ab67616d00004851a67f92d2c8e7eb0f0cda7855
63,Just a Cloud,"Lusine,Vilja Larjosto",0,75,"abstract, ambient idm, deep idm, electronica, intelligent dance music, microhouse, wonky, ","New age, Hip Hop, Electronic",Sensorimotor,3/3/2017,5:32,64,55,19,19,59,20,10,-11,G Major,4,4/6/2017,3geVgfR9vQFIBOg5CwhoVp,Ghostly International,9B,,https://i.scdn.co/image/ab67616d00004851ee54bc6892a8a08b7dee7e54
64,Mantra for a Struggling Artist,"Andrew Joslyn,Billy McCarthy",0,107,,,Awake at the Bottom of the Ocean,2/10/2017,4:06,56,84,15,22,22,0,10,-7,A Major,4,4/7/2017,34vdwp7IIyyQnGJ7PwHff3,Lux Finite Music,11B,,https://i.scdn.co/image/ab67616d0000485155e0ff4cbb5df5c780a4319b
65,Big Beautiful Day,PWR BTTM,0,183,queercore,Rock,Big Beautiful Day,2/14/2017,2:49,24,83,7,61,58,0,30,-5,C Major,4,4/10/2017,7Gu3UDnj9gR95DdOqZhLn3,Polyvinyl Records,8B,,https://i.scdn.co/image/ab67616d0000485131fecab4eddf381469060b91
66,Falling Down,Happyness,0,113,"english indie rock, garage psych, lo-fi indie","Rock, Folk/Acoustic",Falling Down,1/17/2017,5:11,26,70,0,78,40,0,10,-5,E Major,4,4/11/2017,6UvPL7QgnqTfKFjmeuiabb,Bar/None Records,12B,,https://i.scdn.co/image/ab67616d00004851c987609c6488e014add10e22
67,Charm Assault,Ride,0,150,"alternative rock, britpop, dream pop, oxford indie, shoegaze","Rock, Pop",Charm Assault,2/22/2017,4:12,39,88,0,72,31,0,50,-4,B Minor,3,4/12/2017,1YTzS6MECCbu4cs99kZwVB,Wichita Recordings,10A,,https://i.scdn.co/image/ab67616d000048512da341cbcb07961bdf98f318
68,Romance Distractions,Froth,0,175,"indie garage rock, neo-psychedelic","Rock, Folk/Acoustic",Outside (briefly),2/24/2017,4:21,28,70,0,51,11,0,0,-4,C Major,4,4/13/2017,3OOoe42Sl7MdMIR3SbhlW1,Wichita Recordings,8B,,https://i.scdn.co/image/ab67616d00004851f44193451242a8566c464a97
69,Cave Birds,J GRGRY,0,108,seattle indie,Rock,Gold Teeth + Glass Eyes,2/10/2017,3:07,71,53,2,0,71,0,10,-7,D Minor,4,4/14/2017,0r557EQXDuTGXBImU7T4T3,J GRGRY,7A,,https://i.scdn.co/image/ab67616d000048518990864b10864bb372266ea9
70,Sleepwalker,Julie Byrne,0,87,ambient folk,Folk/Acoustic,Not Even Happiness,1/27/2017,4:19,49,24,93,0,22,0,10,-14,F#/G♭ Major,4,4/17/2017,6ZBZBCJs3aKitgQroToYAs,Ba Da Bing!,2B,,https://i.scdn.co/image/ab67616d00004851f97718a7713ebea757b25230
71,Wrong for You,Molly Burch,0,124,countrygaze,Folk/Acoustic,Please Be Mine,2/17/2017,3:14,45,47,23,14,30,0,10,-8,A Major,4,4/18/2017,1WC39dqLdDIJrqrqau6hJF,Captured Tracks,11B,,https://i.scdn.co/image/ab67616d0000485147b3a81b57b5a212bb4b1ee1
72,Demon in Profile,The Afghan Whigs,0,117,"alternative rock, permanent wave",Rock,Demon in Profile,3/8/2017,3:24,60,80,3,25,20,0,10,-4,F#/G♭ Minor,4,4/19/2017,4vcX1ZSSGMSdOuDiZv2Box,Sub Pop Records,11A,,https://i.scdn.co/image/ab67616d00004851d09dfeb28902ab822994fc69
73,Pen To Paper,Brother Ali,0,140,"abstract hip hop, conscious hip hop, minnesota hip hop, political hip hop",Hip Hop,Pen To Paper,3/4/2017,2:18,69,57,32,0,62,70,0,-11,A Minor,4,4/20/2017,7vTRevw6TrjbFhlo1kmned,Rhymesayers,8A,,https://i.scdn.co/image/ab67616d000048516aa1bf998a59c9ac8e807962
74,Kismet,Posse,0,148,seattle indie,Rock,Kismet,3/10/2017,4:50,38,29,87,70,4,0,0,-12,F#/G♭ Minor,4,4/21/2017,7BxSbdU7n58QwTodwV1q5z,Saddle Creek,11A,,https://i.scdn.co/image/ab67616d000048514113667258b6166aea466b83
