#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
16,"I Found Love","Bette Smith",2,165,"","","I Found Love",2017-09-04,03:20,39,91,0,0,78,0,0,-6,C♯/D♭ Minor,4,2018-01-23,1KSLBKpWQjnTqzi0Lt3zFM,"Big Legal Mess Records",12A,https://p.scdn.co/mp3-preview/57ed0c6fd89b97b02bb8a347cddfc494ea6f0ab9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1e1ffcce9a249f9d177e64c
17,"These 3 Things","Ought",0,77,"art punk, canadian post-punk, crank wave, garage psych, noise pop, noise rock, quebec indie","Rock, Folk/Acoustic, Pop","These 3 Things",2017-11-01,03:46,65,89,0,1,84,20,0,-5,G Major,4,2018-01-24,68G2Is16gx5pADNa4YKUno,"Merge Records",9B,,https://i.scdn.co/image/ab67616d0000485182ef27e92f981114af88813a
18,"Voices in the Field","Calexico",0,153,"alternative country, chamber pop, roots rock, tucson indie","Country, Pop, Rock","Voices in the Field",2017-11-28,03:26,44,86,11,92,87,0,10,-8,C Major,3,2018-01-25,095eOUdCmAYAVlGvP6cXBh,"City Slang",8B,,https://i.scdn.co/image/ab67616d0000485142279a3e37a64f3aab8a1fd8
19,"The Things We Do","Black Nite Crash",1,140,"american shoegaze","Rock","Nevergreen",2017-11-15,03:13,33,98,0,51,4,20,10,-6,B Minor,4,2018-01-26,4nHAdp4ZybPLDIfaXaxDiJ,"Neon Sigh",10A,https://p.scdn.co/mp3-preview/d017b4be7bee140705164b5a08e32f85af643ba4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e46671fbe559677b0c787b0f
20,"The Winter Fuel Allowance Ineligiblity Blues","Martha",13,120,"bubblegrunge, indie punk, uk diy punk","Rock","The Winter Fuel Allowance Ineligibility Blues",2017-11-24,02:15,46,95,1,0,44,0,40,-2,E Major,4,2018-01-29,5rEyLObviJlFihm3u2tWkM,"Fortuna POP!",12B,https://p.scdn.co/mp3-preview/6a53f06da92308879dba3ebf53246b591378ab3b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e1d064d7bc543ccedeceafbd
21,"A Natural","Gord Downie",0,144,"canadian indie, canadian singer-songwriter, kingston on indie","Rock, Folk/Acoustic, New age","Introduce Yerself",2017-10-27,03:46,65,80,6,67,69,0,10,-7,D Major,4,2018-01-30,7oxieCokpR2cvK6VpRtiVW,"Arts & Crafts",10B,,https://i.scdn.co/image/ab67616d00004851c3f93bebbcaefdd62f8857e9
22,"Tonya Harding (In Eb major)","Sufjan Stevens",0,84,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter","Pop, Rock, Folk/Acoustic","Tonya Harding",2017-12-07,04:01,61,27,97,0,54,0,10,-12,D#/E♭ Major,4,2018-01-31,2LgCwYDgPhPVTLpl8t0tKX,"Asthmatic Kitty",5B,,https://i.scdn.co/image/ab67616d00004851644ac971c5821ae84225fbbf
23,"Fire Drills","Dessa",0,94,"abstract hip hop, hip pop, minnesota hip hop","Hip Hop, Pop","Fire Drills",2017-12-14,03:17,57,71,5,0,37,10,0,-8,D Major,4,2018-02-03,1X5zQcYMf7Np85LbdLdSV7,"Doomtree Records – Dessa",10B,,https://i.scdn.co/image/ab67616d000048517b62c5d0dd2f552171d2a7b6
24,"Southern Funeral","Autonomics",0,112,"","","Southern Funeral",2017-02-17,02:27,46,84,0,2,59,0,20,-7,G Major,4,2018-02-03,19jAfqA4GjBS6FULHaqLXX,"Greywood Records",9B,,https://i.scdn.co/image/ab67616d0000485113568030fbed4e974d779092
25,"What Good Would Loving Do Me Now?","I'm Kingfisher",0,83,"lund indie, swedish americana, swedish indie folk, swedish singer-songwriter, varmland rock","Rock, Folk/Acoustic","What Good Would Loving Do Me Now?",2018-01-24,04:13,45,40,55,0,25,0,0,-11,F Minor,4,2018-02-05,79Z00wbbRGzMui1lKwvHPb,"Fading Trails Recordings",4A,,https://i.scdn.co/image/ab67616d0000485100cf77e29e29075905e57fae
26,"Everybody Thinks They Know (But No One Really Knows)","Naked Giants",0,172,"seattle indie","Rock","Everybody Thinks They Know (But No One Really Knows)",2018-02-09,02:22,31,92,3,0,43,10,10,-6,A#/B♭ Major,4,2018-02-10,0xXwyyRr72w2LQyAJ6TrsV,"New West Records",6B,,https://i.scdn.co/image/ab67616d00004851b03cb917c29623349ead777d
27,"The Story Bridge","Breckin",0,87,"","","The Story Bridge",2018-02-10,03:27,35,37,39,0,36,0,10,-12,G Major,3,2018-02-10,4jif1xMUBJoaG4MOiuyaY5,"Widdershins",9B,https://p.scdn.co/mp3-preview/a7292550b52e67de12495817aace85771bb07e37?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518cda6d29236c863968bdf806
28,"King of the Last Calls","Unlikely Friends",2,203,"","","Crooked Numbers",2018-01-12,04:11,20,78,9,0,48,0,10,-6,E Major,4,2018-02-10,6LYjBnxbWQtKA7si8AxqDS,"Swoon Records",12B,https://p.scdn.co/mp3-preview/934866971e2a6524d91b2ea4902e76a6fb91831b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ae034306bb5a72206eda63f7
29,"The Deconstruction","Eels",0,95,"alternative rock, chamber pop, melancholia","Rock, Pop, Folk/Acoustic","The Deconstruction",2018-01-18,04:10,66,54,16,8,27,0,0,-8,D Minor,4,2018-02-12,5Sc0AUFAUa8JwBuunmQoQn,"E Works Records",7A,,https://i.scdn.co/image/ab67616d0000485179147672d66f3042fec0ddb9
30,"Heartbreak Junky","Kyle Craft",0,145,"portland indie","Rock","Full Circle Nightmare",2018-02-02,04:36,33,84,3,0,55,0,10,-3,G Major,4,2018-02-13,1fBL850mmy98yC3i2Xw6c3,"Sub Pop Records",9B,,https://i.scdn.co/image/ab67616d000048517f56e02da61bdb9226bd85da
31,"Black Willow","Loma",0,140,"chamber psych, modern psychedelic folk","Folk/Acoustic","Black Willow",2017-11-15,03:59,67,34,85,1,30,0,10,-10,D#/E♭ Minor,4,2018-02-14,7kaCliCWceojKP40vzwXqp,"Loma",2A,,https://i.scdn.co/image/ab67616d0000485199b5b7a774ca565e45b363c2
32,"Mainland","Rolling Blackouts Coastal Fever",0,84,"indie rock, modern jangle pop","Rock, Pop","Mainland",2018-01-23,04:14,26,89,0,17,54,0,0,-5,C♯/D♭ Major,4,2018-02-15,39q3cfCw2IGCbte6wXkA3S,"Sub Pop Records",3B,,https://i.scdn.co/image/ab67616d00004851f97587312edfd5d8daac65e5
33,"Easy Coming - Single Version","The Moondoggies",0,142,"modern folk rock, stomp and holler, washington indie","Rock, Folk/Acoustic","Easy Coming",2018-01-29,03:32,27,78,0,2,54,0,0,-6,D Minor,4,2018-02-16,2dUm9Jlof0jllOjHgZbMl5,"Hardly Art",7A,,https://i.scdn.co/image/ab67616d000048513d613fed79b04112d8f60360
34,"Donezo","Boulevards",0,117,"synth funk","R&B","Hurtown, USA",2017-12-08,03:45,85,66,37,0,93,10,10,-6,F Minor,4,2018-02-19,6fi9EndQCaBCReUj0BAL6Y,"Don't Funk With Me",4A,,https://i.scdn.co/image/ab67616d00004851cab86eb2b031042cb7de8031
35,"Slow Fade","Daniel Avery",0,93,"ambient techno, electronica, float house, future garage, intelligent dance music, microhouse, shiver pop","New age, Electronic, Pop","Slow Fade",2018-01-19,05:31,40,69,0,90,14,0,10,-11,A Minor,4,2018-02-20,2qcX1gcCUQfXLEY3CIpCD1,"Phantasy Sound / [PIAS]",8A,,https://i.scdn.co/image/ab67616d00004851a1e8746556a040630ca0a23b
36,"Autumn Winds","Pia Fraus",10,150,"dreamgaze, estonian indie, indie shoegaze, nu gaze, shoegaze","Rock, Pop","Autumn Winds",2016-11-01,03:56,36,75,0,84,24,0,10,-6,G Major,4,2018-02-21,24xbAUAJZ38jkOEjEIRYg1,"Seksound Record Label",9B,https://p.scdn.co/mp3-preview/0ffc2fcf7420464d90fe6c39ca95819bcd7a12c6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511b40198edadf5b545a98b73e
37,"Stay Alive","Hollie Cook",0,147,"uk reggae","Electronic","Vessel of Love",2018-01-26,04:19,62,76,0,0,73,0,10,-9,A Minor,4,2018-02-22,0tc3RWcszYAFS0GOKuyV4Z,"Merge Records",8A,,https://i.scdn.co/image/ab67616d000048516cac38de7eaf163a56973a40
38,"Mere Anarchy - Edit","Moby",21,150,"downtempo, electronica","Electronic","Mere Anarchy",2018-01-29,03:57,35,73,17,73,26,0,0,-7,C♯/D♭ Minor,4,2018-02-26,5tQhscGYHfrdCPKB73hYAI,"Little Idiot",12A,https://p.scdn.co/mp3-preview/34c257ed0372a405f86ebb63308a8f4cdaf1cff0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851307ef7d3aeca87981129b698
39,"Hideaway","Geowulf",0,119,"modern dream pop","Pop","Great Big Blue",2018-02-16,04:16,28,84,0,13,76,0,40,-5,E Minor,5,2018-02-28,3jIXVUgy7ly6oPXWaxe8yL,"37 adventures",9A,,https://i.scdn.co/image/ab67616d00004851be18c79d867a254afd25543e
40,"Listening In","Dr. Dog",0,79,"chamber pop, indie rock, modern folk rock, philly indie, pov: indie, seattle indie, stomp and holler","Pop, Rock, Folk/Acoustic","Listening In",2018-01-15,04:55,64,33,19,1,38,0,10,-10,A Minor,4,2018-03-01,2MiE4uNtlIr7GKM6DwiUgl,"We Buy Gold Records",8A,,https://i.scdn.co/image/ab67616d000048511a8b3fc6efc73d4237fb068f
41,"Winter Sun","Roaming Herds of Buffalo",0,128,"","","The Bugbears",2018-01-17,03:18,44,86,0,4,63,0,10,-5,B Minor,4,2018-03-02,1YyqqD6A4ZfRV8uUTXqryp,"Roaming Herds of Buffalo",10A,https://p.scdn.co/mp3-preview/1497da7f35bf114921667b991caf30e9bf298060?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519465e6683d6f628c708d8f70
42,"Lucky 88","Speedy Ortiz",0,120,"bubblegrunge, indie punk, new england emo, western mass indie","Rock","Lucky 88",2018-02-22,03:11,56,76,3,0,38,0,10,-5,G#/A♭ Major,4,2018-03-05,6c0ZTq3rVKyNp2mtj7U3dQ,"Carpark",4B,,https://i.scdn.co/image/ab67616d00004851007e0c895fe90ee398d00923
43,"Don't Go","Moaning",0,169,"american shoegaze, la indie","Rock, Pop","Moaning",2018-03-02,02:50,29,93,0,65,42,0,10,-7,C Major,4,2018-03-06,6F3LPI8IWbrQ1h1wcXHVdn,"Sub Pop Records",8B,,https://i.scdn.co/image/ab67616d0000485115ecba6e83212ef3f6e58196
44,"One Rizla","shame",0,132,"crank wave, modern alternative rock, modern rock, uk post-punk revival","Rock","Songs of Praise",2018-01-12,03:34,43,89,0,0,58,0,0,-5,B Minor,4,2018-03-07,2ibdYmH7GRHNnUcBa6kbnG,"Dead Oceans",10A,,https://i.scdn.co/image/ab67616d000048510d4ab10e4a4e720eda81cfee
45,"Everybody Needs You","Laura Veirs",0,172,"chamber pop, ectofolk, indie folk","Pop, Folk/Acoustic","Everybody Needs You",2018-01-30,02:55,48,72,54,44,50,0,0,-9,F#/G♭ Minor,4,2018-03-08,2AEeyo5EHKPo5aw9ZHFW4X,"Bella Union",11A,,https://i.scdn.co/image/ab67616d0000485110a7eb230d693645bc6ba158
46,"Junipero Love","Hibou",0,124,"chill dream pop, electropop","Pop","Something Familiar",2018-03-02,03:58,58,68,0,83,24,0,10,-7,A#/B♭ Major,4,2018-03-09,4Z611cg5jy2kn9UvkEWlGX,"Barsuk Records",6B,,https://i.scdn.co/image/ab67616d000048510c3786984a444279fe310796
47,"Here Lies (feat. Tamaryn)","Jorge Elbrecht",7,96,"","","Here Lies",2018-02-27,04:14,46,94,0,0,55,0,10,-5,A Major,4,2018-03-12,68oDPMreKYA3yKxhjSJv8w,"Jorge Elbrecht",11B,https://p.scdn.co/mp3-preview/b930a162d2200ab34830f40c0f894ff929847379?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b7b123bb2c5ea29710308f6f
48,"Maria También","Khruangbin",0,104,"indie soul, neo-psychedelic","R&B, Folk/Acoustic","Con Todo El Mundo",2018-01-26,03:10,74,63,0,88,87,0,50,-7,F#/G♭ Minor,4,2018-03-13,0cHO58QLkivmjv0nQiM7DB,"Late Night Tales",11A,,https://i.scdn.co/image/ab67616d000048517b686e6ccbe43137ae1e9d27
49,"The Future Was Here (feat. Palaceer Lazaro & Stas Thee Boss)","Erik Blood,Palaceer Lazaro,Stas THEE Boss",0,85,"american shoegaze, seattle indie, seattle hip hop","Rock, Hip Hop","The Future Was Here (feat. Palaceer Lazaro & Stas THEE Boss)",2018-03-05,04:22,63,66,1,0,46,0,20,-8,B Minor,4,2018-03-14,121nXLchdISxxDMap3CUIM,"Erik Blood",10A,,https://i.scdn.co/image/ab67616d000048512fdab73702f7612abf1c8e18
50,"Elizabeth","Long Neck",0,133,"5th wave emo, new jersey indie, small room","Rock","Will This Do?",2018-01-26,03:33,48,68,7,41,36,0,10,-5,G#/A♭ Major,4,2018-03-15,2XI5ygZzkNNgj142ujL0hD,"Tiny Engines",4B,,https://i.scdn.co/image/ab67616d0000485188219d95266ad236249461f3
51,"Gardens","Parisalexa,MistaDC",0,72,"alternative r&b, ","R&B","Bloom",2018-01-26,03:25,74,31,35,0,70,30,0,-9,F#/G♭ Major,4,2018-03-16,5gjSYcE3awAzitZkn4gWjR,"Parisalexa",2B,,https://i.scdn.co/image/ab67616d00004851dfc0a913cfcee81ef1b9fc58
52,"The Louder I Call, the Faster It Runs","Wye Oak",0,102,"baltimore indie, chamber pop","Rock, Pop","The Louder I Call, the Faster It Runs",2018-01-30,04:23,57,87,4,1,50,0,50,-8,G Major,4,2018-03-19,73RV5tQDzP0pmThKb4zKy1,"Merge Records",9B,,https://i.scdn.co/image/ab67616d000048517d82cb6818f7f5599d969de5
53,"MopTops (Twist While the World Stops)","EMA",1,175,"south dakota indie","Pop","Outtakes from Exile",2018-02-02,03:28,56,45,12,21,28,0,0,-11,D Major,4,2018-03-20,29TntWuI752ZzI1qxIfiJr,"City Slang",10B,https://p.scdn.co/mp3-preview/09ab7cc46bac6ad4e05588cf8ad6dcb08113b0d5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851892e5dd6de77c499ea2eb365
54,"Over the Midnight","Jonathan Wilson",0,136,"modern folk rock, neo-psychedelic, pop rock","Rock, Folk/Acoustic","Rare Birds",2018-03-02,08:15,62,64,12,3,42,0,10,-8,C Major,4,2018-03-21,5XvRIsGyQLvy6tPF6O6SxE,"Bella Union",8B,,https://i.scdn.co/image/ab67616d000048516bc639108367cfee07d65a54
55,"Miki Dora","Amen Dunes",0,124,"art pop, chamber pop, modern psychedelic folk, popgaze","Pop, Folk/Acoustic","Miki Dora",2018-01-17,05:03,83,50,66,20,56,0,0,-12,A#/B♭ Major,4,2018-03-22,2o46Prq1O4afsk1ps4nmDK,"Sacred Bones Records",6B,,https://i.scdn.co/image/ab67616d00004851372684aa37dce98f04f46508
56,"Not Your Friend","Ruler",0,107,"seattle indie","Rock","Not Your Friend",2018-02-06,03:33,62,48,44,1,56,0,0,-10,C Major,4,2018-03-23,7EnRKVVFU7ujW5XMjRo9pW,"Barsuk Records",8B,,https://i.scdn.co/image/ab67616d0000485177f90c7015a6d2edffe251a4
57,"Six Wave Hold-Down","Hot Snakes",0,77,"indie punk, post-hardcore","Rock","Jericho Sirens",2018-03-16,03:23,38,99,0,9,54,0,30,-5,G Minor,4,2018-03-26,0t2fEpadR7WRnSHGlYRl9W,"Sub Pop Records",6A,,https://i.scdn.co/image/ab67616d00004851efde7c12bcf5f8e73f47b48e
58,"No Going Back","Yuno",0,93,"gamecore, jacksonville indie","Electronic, Pop","No Going Back",2018-02-21,03:28,71,71,1,2,90,0,0,-6,D Minor,4,2018-03-27,4AKN68fSI8weZ1dbN35QLi,"Sub Pop Records",7A,,https://i.scdn.co/image/ab67616d00004851aca645e176a75471f65a560b
59,"All This Useless Energy","Jeff Rosenstock",15,96,"bubblegrunge, folk punk, indie punk, modern power pop","Rock, Folk/Acoustic, Pop","POST-",2018-01-02,03:20,41,88,0,7,35,0,20,-4,A#/B♭ Major,4,2018-03-28,4LqjKHOtaudDjaDTyq3tzG,"Specialist Subject",6B,https://p.scdn.co/mp3-preview/88b1710fda006948ce8c290892c18dc0fe598780?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c79884df50764935d8bef49d
60,"Lemon Glow","Beach House",0,148,"art pop, baltimore indie, dream pop, dreamo, indie pop, indie rock, indietronica, modern dream pop, pov: indie","Pop, Rock","Lemon Glow",2018-02-16,04:04,47,82,45,97,50,0,20,-8,C Major,4,2018-03-29,4SMBYxJDFtBlBNJgqzxiui,"Bella Union",8B,,https://i.scdn.co/image/ab67616d000048514ea2b9a06617e304fc2853ac
61,"Cicada","La Luz",0,153,"chill dream pop, indie surf, neo-psychedelic","Pop, Rock, Folk/Acoustic","Cicada",2018-02-12,03:11,46,81,20,91,56,0,10,-5,A#/B♭ Minor,4,2018-03-31,2AWcTO55L6oS9Iuh6YhKVc,"Hardly Art",3A,,https://i.scdn.co/image/ab67616d0000485170008a8a70ba221c28e13a82
62,"Primavera Negra","Linda Guilala",7,165,"spanish indie pop, spanish noise pop","Pop","Primavera Negra",2018-01-26,03:34,19,76,0,75,18,0,20,-4,D Major,4,2018-04-02,2civ77FiSGgX1DaFe37Z9p,"Elefant Records",10B,https://p.scdn.co/mp3-preview/0e764f6f0a82cecd277c0fc0796e170a18c5d736?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf03f06024c14840a100323a
63,"BK","Sidi Touré",2,144,"desert blues","Blues","Toubalbero",2018-03-23,04:30,46,83,50,5,80,0,20,-5,A Major,4,2018-04-03,2mZLThzUg408otFTjBRJ5L,"Thrill Jockey",11B,https://p.scdn.co/mp3-preview/1f0c6e07383691d519b6f39ebfabc024547248ce?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485132a8d3cab6ef5acf0d311719
64,"When He Drinks","Jason McCue",0,91,"","","Pangaea",2018-03-16,03:34,45,76,3,80,73,0,50,-8,E Major,4,2018-04-04,0vwIVqyAwcQzvBoOD05Daa,"Fluff and Gravy",12B,https://p.scdn.co/mp3-preview/5a1969e669816b596ec9a0adf2c7fe72e52816ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485192aced19bd5f9c2ff8d72091
65,"Sister","Tracey Thorn,Corinne Bailey Rae",26,100,"british soul, new wave pop, solo wave, neo soul, pop soul, soul","R&B, Pop, Rock","Record",2018-03-02,08:32,63,80,0,6,44,0,10,-8,F#/G♭ Minor,4,2018-04-05,4NyC5l3SuPvyUiIkmquMg4,"Unmade Road",11A,https://p.scdn.co/mp3-preview/05dcce8b34afcd58d6236c48d79da06a688a5f91?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f7036341f9a898701fbdcc3a
66,"Don't Go Missing","Kung Foo Grip",0,160,"seattle hip hop","Hip Hop","2.K.F.G.",2018-02-16,05:11,78,45,1,1,44,20,90,-12,A#/B♭ Minor,4,2018-04-06,76ZHgB23n4we4gXxLzCrbO,"Kung Foo Grip, LLC",3A,https://p.scdn.co/mp3-preview/c9dd66d6ef962fb3b40cd6a3d9cc3b111d2f2453?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851416b7ce8f6e5672db7047309
67,"AZ","Now, Now",5,172,"minneapolis indie","Rock","AZ",2018-03-02,03:35,62,53,14,0,85,0,0,-7,B Major,4,2018-04-09,1bI3iymZdHMCjUM14YgBfV,"Lab Records",1B,https://p.scdn.co/mp3-preview/964aaa5d29ca0974ae2c9e4a902d330a6cb886e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485156a2a2714364ceff5d8c7419
68,"Inhaler","Hilary Woods",0,132,"ambient pop, electra, spectra","Pop","Inhaler",2018-03-28,05:13,39,11,91,80,4,0,10,-19,C♯/D♭ Major,4,2018-04-10,713Hjn4YYwi3I4mADKYUIx,"Sacred Bones Records",3B,,https://i.scdn.co/image/ab67616d000048517c1680f00d834ed225ac6240
69,"Iowa","Exitmusic",0,120,"etherpop","Pop","Iowa",2018-03-21,04:55,37,61,1,0,12,0,0,-9,C Major,4,2018-04-11,5GNdQCPZ0TZCIdSIchFvb9,"felte",8B,,https://i.scdn.co/image/ab67616d00004851edb0521c9ea8a6a7d10c9c6d
70,"Shiny One","Belly",0,168,"alternative pop, boston rock","Pop, Rock","Shiny One",2018-02-23,05:22,36,75,1,0,38,0,0,-5,D Major,4,2018-04-12,31Og4SU4falbzHTxeuxv30,"Belly Touring",10B,,https://i.scdn.co/image/ab67616d00004851a252fdbf9a8f5d718c0baed1
71,"Over Rainbows and Rainier","Damien Jurado",0,151,"chamber pop, stomp and holler","Pop, Folk/Acoustic","Over Rainbows and Rainier",2018-03-06,04:10,45,6,93,0,23,0,10,-18,E Major,1,2018-04-13,0IHXysjG5JvwJ3AFeTRZd8,"Secretly Canadian",12B,,https://i.scdn.co/image/ab67616d00004851c5ed5c7a436de93143968ea7
72,"American Guilt","Unknown Mortal Orchestra",0,99,"art pop, indie rock, indie soul, indietronica, kiwi rock, neo-psychedelic, portland hip hop, psychedelic pop","Pop, Rock, R&B, Folk/Acoustic, Hip Hop","Sex & Food",2018-04-06,04:33,28,92,17,1,36,30,30,-4,C♯/D♭ Major,4,2018-04-16,6v9z6bMUbflgU45QrtCBcs,"Jagjaguwar",3B,,https://i.scdn.co/image/ab67616d00004851aa839bb04931542d830c73b1
