#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
73,"Your Dog","Soccer Mommy",58,115,"art pop, bubblegrunge, indie pop, indie rock, small room","Pop, Rock","Clean",2018-03-02,03:14,65,67,12,0,77,0,10,-8,B Minor,4,2018-04-17,3BpUZB0tw4zNmG3Iw1mclL,"Fat Possum",10A,https://p.scdn.co/mp3-preview/a8cce7d085b00bb82231c06cad2acd18d65813ff?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515b3865880c7946fd6283db25
74,"Breathe In, Breathe Out","Melody's Echo Chamber",12,122,"dream pop, experimental pop, french psychedelic, french shoegaze, indie rock, neo-psychedelic, noise pop, nu gaze, shiver pop","Pop, Folk/Acoustic, Metal, Rock","Breathe In, Breathe Out",2018-04-03,02:50,64,49,6,0,74,0,20,-9,D Major,4,2018-04-18,4R75Fblzo15CudTRcSTaNw,"Domino Recording Co",10B,https://p.scdn.co/mp3-preview/86092a1dc67330683c468f8b11586d5b6713c73f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851276c3633024daafd19660ff9
75,"About You","G Flip",0,113,"australian alternative pop, australian pop","Pop","About You",2018-03-02,04:07,52,60,21,0,7,0,10,-8,C♯/D♭ Major,4,2018-04-19,1eGEuykTgQKufImaL8GrXJ,"Caroline Distribution",3B,,https://i.scdn.co/image/ab67616d000048511dde2f43256352f798fa77f5
76,"Hell-On","Neko Case",0,124,"alternative country, canadian indie, canadian singer-songwriter, chamber pop, ectofolk, folk, lilith, outlaw country, singer-songwriter","Country, Rock, Folk/Acoustic, Pop","Hell-On",2018-03-06,04:09,53,29,70,0,22,0,10,-11,D Minor,3,2018-04-20,4zG58gSipyazhsiVdS84lM,"Anti/Epitaph",7A,,https://i.scdn.co/image/ab67616d000048516d58eb41887afab5afd221e2
77,"Ehad wa dagh","Imarhan",32,138,"tuareg guitar","World/Traditional","Temet",2018-02-23,02:38,57,74,15,66,89,0,10,-8,D Major,4,2018-04-23,7rGUqYC0fSyrkWVJIIc6by,"City Slang",10B,https://p.scdn.co/mp3-preview/908b5b7253f2eaabaf116afca557bc57db74d131?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485180322cad62b6b02ab1c57db7
78,"Sisters","Natalie Prass",0,175,"indie pop, rva indie","Pop, Rock","Sisters",2018-03-27,04:36,73,52,7,0,60,10,0,-9,E Minor,4,2018-04-24,2c2tuRYe7ZxZcl1OTNJLCh,"ATO Records",9A,,https://i.scdn.co/image/ab67616d00004851972ce3229b3e01c78a6e0268
79,"Paying off the Happiness","illuminati hotties",0,144,"bubblegrunge","Rock","Paying off the Happiness",2018-03-30,02:31,59,94,8,0,86,0,40,-4,A Major,4,2018-04-25,01eGVyDzghtZITvKaNBRrE,"Tiny Engines",11B,,https://i.scdn.co/image/ab67616d00004851468ee6871a91a22c52105c1f
80,"Tuck 'N’ Roll","Durand Jones & The Indications",0,94,"souldies","R&B","Durand Jones & The Indications (Deluxe Edition)",2018-03-16,02:53,57,98,32,55,26,0,0,-7,A Minor,4,2018-04-26,2Kb8XWqhy6DyW67HLepj10,"Dead Oceans",8A,,https://i.scdn.co/image/ab67616d000048517ba1ba0c076eb928950e44bd
81,"Can't Deny Me","Pearl Jam",34,120,"alternative metal, alternative rock, grunge, permanent wave, rock","Metal, Rock","Can't Deny Me",2018-03-13,02:43,66,97,0,0,92,0,0,-5,A Minor,4,2018-04-27,4PwGt5dBTmdRu4HTN8ZWgR,"Pearl Jam/Monkeywrench World",8A,,https://i.scdn.co/image/ab67616d00004851b6f6a07ffaf447638908758c
82,"Quiero Otoño De Nuevo","Mint Field",0,148,"latin shoegaze, mexican rock, post-punk mexicano, tijuana indie","Latin, Rock","Pasar De Las Luces",2018-02-23,04:51,41,69,1,90,31,0,0,-7,D Major,4,2018-05-01,2coM4DhcyI3F2RgLltp89a,"Innovative Leisure",10B,,https://i.scdn.co/image/ab67616d00004851f9a16a2e24ddff36c685dc24
83,"Caught in a Wave - single version","Simian Mobile Disco,Deep Throat Choir",0,125,"alternative dance, electrofox, electronica, filter house, indietronica, neo-synthpop, new rave, ","Rock, Electronic, Pop","Caught in a Wave",2018-02-21,04:04,59,69,8,91,43,0,10,-11,C Major,4,2018-05-02,1MBrJRtteqzGT9hD8VU7N4,"Wichita Recordings",8B,,https://i.scdn.co/image/ab67616d00004851775e12b4d2c47e7a6b3c941b
84,"Notes on a Life Not Quite Lived","Mastersystem",23,125,"scottish hush","Rock","Dance Music",2018-04-06,03:07,48,68,0,0,12,0,0,-9,D Major,4,2018-05-03,5irepICuGP5wHDaHqTpqSm,"2018 Physical Education Recordings",10B,https://p.scdn.co/mp3-preview/31a767d84cf7b85c3b1d34642eb7f807ecbf1ace?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516e3c5b3ef0e878619535dff4
85,"Native Birds","Pascal Babare",0,120,"","","Native Birds",2018-03-09,02:22,49,75,3,0,59,0,30,-4,G Major,4,2018-05-08,25VXYYbMc8hUTRFZZbNQTE,"Dusky Tracks/ Gaga Digi",9B,,https://i.scdn.co/image/ab67616d000048517ed6024855e417223a56c3f7
86,"Pulled Up The Ribbon","Okkervil River",0,125,"austindie, chamber pop, indie rock, melancholia, modern folk rock, stomp and holler","Folk/Acoustic, Pop, Rock","In the Rainbow Rain",2018-04-27,04:11,42,96,1,0,28,10,10,-7,A#/B♭ Major,4,2018-05-08,6gu231nUTjy6OpN76bShUW,"ATO Records",6B,,https://i.scdn.co/image/ab67616d00004851691c60fbe6ad455aded74654
87,"Are You Electrified?","Joseph Arthur,Arthur Buck,Peter Buck",0,118,"","","Are You Electrified?",2018-05-04,05:10,66,75,9,0,48,0,10,-7,C Major,4,2018-05-10,34Eo7DubtmPorurLKqHwNG,"New West Records",8B,,https://i.scdn.co/image/ab67616d0000485141a850b6b715b90d89e17df3
88,"How Simple","Hop Along",0,127,"bubblegrunge, chamber pop, indie punk, indie rock, philly indie","Rock, Pop","Bark Your Head Off, Dog",2018-04-06,03:48,63,72,6,0,53,0,10,-7,F#/G♭ Major,4,2018-05-10,7JPIRFlQL2acGnyqujDrDQ,"Saddle Creek",2B,,https://i.scdn.co/image/ab67616d00004851789fed90a8e25bc8500351a8
89,"Garbage People","Wimps",0,183,"indie punk, seattle indie","Rock","Garbage People",2018-04-10,02:17,27,80,0,12,84,0,10,-4,F Minor,4,2018-05-11,3l0K7EhHhTRTCaaZoBzM43,"Kill Rock Stars",4A,,https://i.scdn.co/image/ab67616d00004851fd855a4de7a20d4a247655ca
90,"The Blue Marble","GUM",0,165,"neo-psychedelic","Folk/Acoustic","The Underdog",2018-04-06,04:45,52,92,5,33,44,0,10,-5,E Minor,4,2018-05-14,3lX0VGd68zOapFmfFF2x23,"Spinning Top Records",9A,,https://i.scdn.co/image/ab67616d000048512191074b7f46e8e6cd424bab
91,"Before I Fall","Garden City Movement",0,88,"israeli indie","Jazz","Apollonia",2018-03-16,03:40,68,65,7,24,26,0,20,-6,B Minor,4,2018-05-15,5J7zKZuFMSobujFu3riXUF,"Night Time Stories",10A,,https://i.scdn.co/image/ab67616d0000485172916e1cc01afaabdbcf0787
92,"Reviews","Tancred",1,132,"bubblegrunge, indie punk","Rock","Reviews",2018-03-28,03:09,59,89,61,0,69,0,10,-6,F Major,4,2018-05-16,09h7LuwGmLkedCalirYeXd,"Hand In Hive",7B,https://p.scdn.co/mp3-preview/85210de1e96bd2dc5c21d6d7ade78d6331eee5c6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851228ebd4d3cd4dcfca16337ed
93,"Untie Me","E",0,117,"","","Untie Me",2018-03-22,02:59,52,90,0,66,59,0,10,-6,A Minor,4,2018-05-17,3C16zv108jHsPNLHzWEDr6,"Thrill Jockey",8A,,https://i.scdn.co/image/ab67616d000048510ed3491a0bc9e26e396a9250
94,"Speak","Sango",0,140,"alternative r&b, indie soul","R&B","In The Comfort Of",2018-03-16,03:33,48,45,28,0,12,10,10,-11,F Minor,4,2018-05-19,7yxZSyV86ZHLbaugsqs8K7,"Last Gang",4A,,https://i.scdn.co/image/ab67616d00004851c49ece51df9365c0fe3a6391
95,"Kids These Days","Shakey Graves",42,122,"austin americana, austindie, indie folk, new americana, stomp and holler","Country, Folk/Acoustic","Can't Wake Up",2018-05-04,03:42,50,84,19,0,51,0,20,-5,C Major,4,2018-05-21,2PWDOEHB1XM4CJUrwX8lBZ,"Dualtone Music Group",8B,https://p.scdn.co/mp3-preview/1803ce8cde6da3916b357d61042d4fc6c3bed338?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f50718d94eab0a7844ce623
96,"Bunny's Blues","Lost Under Heaven",0,115,"","","Bunny's Blues",2018-05-03,03:40,69,43,8,0,12,0,0,-8,A#/B♭ Major,4,2018-05-22,1w5Q5baSCYdrpHc729H9lG,"Mute",6B,,https://i.scdn.co/image/ab67616d00004851f1fc65e8dc5e62889e40b423
97,"Hummingbird","Chatham Rise",0,115,"psych gaze","Folk/Acoustic","Hummingbird",2018-03-30,02:57,33,73,35,93,11,0,10,-8,A Minor,4,2018-05-23,6Sy39yPx21EXR2yQFKx8nN,"Picture In My Ear",8A,,https://i.scdn.co/image/ab67616d000048514b51687e4b3f9cf0bcb3a1fd
98,"Burn in the City","Slow Riot",0,130,"irish indie rock, irish post-punk, limerick indie","Rock, Pop","Burn in the City",2018-02-02,04:38,41,70,4,78,45,0,10,-7,A Minor,4,2018-05-24,7hA1na8zn4yaF9ILoyFnoZ,"Straight Lines Are Fine",8A,,https://i.scdn.co/image/ab67616d0000485114be4deb1ef90c14eedc78d0
99,"Sunrise","Blackwater Holylight",29,124,"portland indie","Rock","Blackwater Holylight",2018-04-06,04:51,62,79,22,82,22,0,10,-6,A Major,4,2018-05-25,1SOZlzRAFVgT5VwzrSfcfd,"RidingEasy Records",11B,https://p.scdn.co/mp3-preview/e330b2e5b09261cc75940abdbfb418fea2576351?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515533f92581be8b2f85c789c5
100,"Crush","Cary Brothers",0,140,"acoustic pop, la indie","Pop","Bruises",2018-04-27,03:19,57,94,0,1,69,0,10,-5,G Major,4,2018-05-29,6LuZlHUkFgbFjjvDroUvpQ,"Procrastination Music",9B,,https://i.scdn.co/image/ab67616d0000485150b62e974a28e8ed8af7dfa4
101,"Undone","Soft Science",2,180,"dreamgaze","Rock","Undone / I Don't Know Why I Love You",2018-04-06,03:27,21,72,0,0,27,0,10,-5,G#/A♭ Minor,4,2018-05-31,7cUJwzFFcDQbz3aOxPnPiU,"Test Pattern",1A,https://p.scdn.co/mp3-preview/18bcda52ccbf269c5fd2bec60f5f91773dd7cbd5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d6e5f39fc73e57bf09c56c3e
102,"She Leaves A Ghost","Phono Paradiso",0,127,"","","Eventually, Dear",2017-10-13,04:07,60,43,1,12,29,0,10,-7,C Minor,4,2018-06-01,0G3oWVP2jKfEf6xFJnfi95,"Morbid Media Group",5A,https://p.scdn.co/mp3-preview/2ef6df645abf861bc176a42c0b49195ccb036aa8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dc38e0e40d71f0df406af078
103,"Tal Uno","Barrie",0,110,"brooklyn indie, indie pop","Rock, Pop","Tal Uno",2018-05-23,04:27,53,62,6,90,42,0,30,-9,B Minor,4,2018-06-04,7eXDhsMpOFdsJWauZgq9qv,"Winspear",10A,,https://i.scdn.co/image/ab67616d000048510ba257e4bd3fe3b96d4b91c8
104,"Negue Negue","Fatoumata Diawara",26,95,"afropop, desert blues, malian blues, mande pop, wassoulou, world","Pop, Blues, World/Traditional","Fenfo",2018-05-25,03:28,68,82,32,0,68,0,30,-8,E Minor,4,2018-06-05,2ZI2EYg8b0ha7osKGY2VLI,"Wagram Music / 3ème Bureau",9A,https://p.scdn.co/mp3-preview/9027d7c00c64fa55c3011a8d4afcfa4a851c5e76?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519a9a51629aaebbf95dad3d7a
105,"All We Can Do","The Qualitons",0,147,"hungarian folk, hungarian rock, instrumental funk, magyar alternative","Folk/Acoustic, Rock, R&B, Metal","Echoes Calling",2018-03-14,07:24,34,64,7,3,25,0,10,-9,G Major,1,2018-06-06,0XM2iVP9vphvUU3iCRcunk,"The Qualitons",9B,,https://i.scdn.co/image/ab67616d00004851cc3a5c8f5e81a02832d66aab
106,"Flatland","Tunng",0,90,"folktronica","Folk/Acoustic","Flatland",2018-03-27,03:31,75,39,66,7,51,0,10,-14,E Minor,4,2018-06-07,3wuiCxSkr7UpeJwH0Sp6Io,"Full Time Hobby",9A,,https://i.scdn.co/image/ab67616d000048517b2a8d03bba0275fe8ccf45c
107,"Born in Love","Horse Feathers",0,116,"indie folk, stomp and holler","Folk/Acoustic","Appreciation",2018-05-04,03:16,74,54,42,1,51,0,0,-9,C Major,4,2018-06-08,1T5NK7qgUE8R5oEYJtW76B,"Kill Rock Stars",8B,,https://i.scdn.co/image/ab67616d000048519ffb42b834b82d4a982ce5ca
108,"Chequeless Reckless","Fontaines D.C.",0,165,"crank wave, irish indie rock, irish post-punk","Rock","Chequeless Reckless / Boys in the Better Land",2018-02-23,02:18,40,86,4,0,73,0,0,-7,E Major,4,2018-06-11,4dt1kf7fnfyw9wls7i1JjE,"Trigger Party Records",12B,,https://i.scdn.co/image/ab67616d000048518dae2790e5132338939857bf
109,"Do I Look Tired?","Blushh",4,79,"bubblegrunge","Rock","Do I Look Tired?",2018-05-08,02:19,40,46,2,0,21,0,0,-6,G Major,4,2018-06-12,2RtCgEaZTOH5VUeerQ8Zm7,"Yellow K Records",9B,https://p.scdn.co/mp3-preview/f0629767de6c117016a29546fb76e81493895f00?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fbefa4bac7a3dec34369d355
110,"José Tries To Leave","BAMBARA",0,125,"american post-punk, brooklyn indie, crank wave","Rock","Shadow On Everything",2018-04-06,03:57,41,92,0,28,19,0,10,-7,E Minor,4,2018-06-13,6g15NUwQvLiVNMomVizPgS,"Wharf Cat Records",9A,,https://i.scdn.co/image/ab67616d000048512cb27c79c9fcad39f6532402
111,"Geyser","Mitski",0,156,"brooklyn indie, pov: indie","Rock, Pop","Geyser",2018-05-14,02:23,15,62,0,0,16,0,0,-5,G Major,3,2018-06-14,6llIaMotP9Yr8ozgPl8hwl,"Dead Oceans",9B,,https://i.scdn.co/image/ab67616d000048519a5a2c261e5b900000622888
112,"Black Walls","Chromatics",0,120,"alternative dance, art pop, chillwave, dream pop, electronica, indietronica, modern dream pop, neo-synthpop","Rock, Pop, Electronic","Black Walls",2018-05-18,04:04,74,45,32,80,38,0,10,-10,C Minor,4,2018-06-15,5olN1P9lt7hZTG5k19YBUH,"Italians Do It Better",5A,,https://i.scdn.co/image/ab67616d000048518c47b0a7d47fbe0f87160f14
113,"Inherit","Ssion",27,106,"electroclash","Rock","O",2018-05-11,03:42,77,67,5,0,42,0,20,-6,G#/A♭ Major,4,2018-06-18,3N6iVSg6CxnZ2qFXntGJPX,"DERO Arcade",4B,https://p.scdn.co/mp3-preview/b7501ab09ef7b6ffd139268cbb09d13cb96203ed?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dfcde4811a2637b36b86f97e
114,"Love You So Bad","Ezra Furman",0,135,"alternative pop, transpop","Pop","Transangelic Exodus",2018-02-09,03:39,87,43,62,3,75,10,10,-15,A Major,4,2018-06-19,5141H4ftZMaTJIuMOhJ5J3,"Bella Union",11B,,https://i.scdn.co/image/ab67616d0000485150eada95a3565366aa04e48e
115,"Characters","JusMoni,Waxtheproducer",0,96,"seattle hip hop, ","Hip Hop","Sweet to Me",2018-04-25,02:25,75,36,6,0,44,20,10,-12,C Minor,4,2018-06-20,48297zfpQOKhNLJBAgmARq,"847462 Records DK",5A,https://p.scdn.co/mp3-preview/bf9c52f0c5c763a5c44c686cc5652772f45d5e49?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eb7ab842f64c178009aa6fd9
116,"Subduction - Continental Version","Hanssen",0,137,"","","Transit",2016-07-08,05:59,52,95,3,86,94,0,10,-6,C Minor,4,2018-06-21,6yQYfU0YrWdWqTymeNbjAC,"Hush Hush",5A,https://p.scdn.co/mp3-preview/932bc2fe95ac6a15c5dd040130592cbced94cdcc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851566e9766196a278583320522
117,"O.M.G. (I'm All Over It)","Jenn Champion",0,128,"seattle indie","Rock","O.M.G. (I'm All Over It)",2018-05-01,03:43,80,63,38,0,65,0,10,-8,B Minor,4,2018-06-23,0hpyeeBBpPOhMO0mC6ba9z,"Hardly Art",10A,,https://i.scdn.co/image/ab67616d00004851d387c005c27a9ae67c9ec9bb
118,"Snakes","Deva Mahal",0,168,"","","Run Deep",2018-03-23,03:20,58,72,11,0,68,0,0,-6,D#/E♭ Minor,4,2018-06-25,1G3DacMZod4ackRzAS693c,"Motema",2A,,https://i.scdn.co/image/ab67616d00004851b3178018f26df928a6207951
119,"Raindrop Blue","King Tuff",0,90,"garage pop, garage rock, indie garage rock, indie punk, neo-psychedelic, noise pop, seattle indie","Pop, Rock, Folk/Acoustic","The Other",2018-04-13,04:37,39,81,0,0,65,0,20,-7,A Minor,4,2018-06-26,721zoDUicnqRMyY7g2Hplp,"Sub Pop Records",8A,,https://i.scdn.co/image/ab67616d00004851d15107d71d7c28091c7879e5
120,"City Boy","Calpurnia",0,115,"vancouver indie","Rock","City Boy",2018-03-07,03:23,65,92,18,0,55,0,10,-4,E Major,4,2018-06-27,3XZJUjKkAyiwFkZuWCnF6O,"paradYse",12B,,https://i.scdn.co/image/ab67616d00004851630dfff40c1bc9e031def59b
121,"Mandatory Love","The Autumn Stones",2,166,"","","Emperor Twilight",2018-06-22,04:40,32,77,3,0,34,0,20,-5,G Major,4,2018-06-28,5iallHQQoE0OxSyhgxhXA5,"Chic Monk",9B,https://p.scdn.co/mp3-preview/14f7e6148fb6b6bb2afa3d07aced2312941d44db?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511b3fb506744994e66e612a61
122,"Moon","Dude York",0,154,"bubblegrunge, indie punk","Rock","Moon",2018-05-09,03:39,40,95,0,14,44,0,0,-6,C Major,4,2018-06-29,1vpyw3X7d9o8WE0YnMgoWt,"Hardly Art",8B,,https://i.scdn.co/image/ab67616d0000485131a91e571c32419c8fc10a41
123,"Contenders","Eternal Summers",0,167,"noise pop, popgaze, virginia indie","Pop, Folk/Acoustic","Every Day It Feels Like I'm Dying...",2018-05-04,03:46,17,84,0,74,52,0,40,-6,F Major,4,2018-07-02,1KRrMz2WRxo4qUlJEPU82N,"Nevado Records",7B,,https://i.scdn.co/image/ab67616d00004851b3e3292d7b27f330f90f5fed
124,"I'll Be Your Ladder","Devon Welsh",0,70,"canadian electropop","Pop","I'll Be Your Ladder",2018-05-16,04:54,6,7,76,11,4,0,10,-12,D Major,3,2018-07-03,0MX2wnbJHTsOeaIuKuk85L,"You Are Accepted",10B,,https://i.scdn.co/image/ab67616d00004851d1837ff6781dc910ad14fdca
125,"Be Released","Virginia Wing",0,120,"experimental pop, garage psych","Pop, Folk/Acoustic","Ecstatic Arrow",2018-06-08,04:26,63,59,0,0,34,0,30,-6,G Major,4,2018-07-04,2Slj5QuTQlHHIeHL8ZFfu5,"Fire Records",9B,,https://i.scdn.co/image/ab67616d00004851ddf111c0641e0feaf09752f8
126,"A Perfect Miracle","Spiritualized",0,111,"alternative rock, britpop, chamber pop, noise pop, shoegaze, spacegrunge","Rock, Pop","A Perfect Miracle / I'm Your Man",2018-06-11,04:46,52,33,82,2,41,0,10,-10,B Major,3,2018-07-05,69ox3Pfot88dVpC7w18k9B,"Fat Possum Records",1B,,https://i.scdn.co/image/ab67616d0000485181b4d8eeef114aedf37d75f2
127,"Plaid Pants","The Black Tones",8,170,"seattle indie","Rock","Plaid Pants",2018-06-22,06:55,28,46,10,1,11,0,10,-12,C Major,4,2018-07-06,61qZ5HXenAEIOG6sqnfjGt,"Reptar Records",8B,https://p.scdn.co/mp3-preview/ce60511aa38eca04cbc5e7dc43b8aea4478d0daf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485138589e1b8cddcf5e1a1dbe72
128,"New Amsterdam","The Love Language",0,173,"north carolina indie, triangle indie","Folk/Acoustic, Rock","New Amsterdam",2018-06-20,03:15,36,88,0,0,46,0,0,-4,C Major,4,2018-07-09,6QWipX8RwKGtvimhx2YPJB,"Merge Records",8B,,https://i.scdn.co/image/ab67616d00004851889c8d8c07adedb670faa295
129,"Rolling On","Israel Nash",4,85,"modern folk rock, new americana","Rock, Folk/Acoustic","Rolling On",2018-05-23,04:33,42,79,5,0,49,0,0,-6,C Major,4,2018-07-10,3QlVVEFuCGEvmtbV2b5aX0,"Loose",8B,https://p.scdn.co/mp3-preview/2bbf39238a9b006f131a936f6d223abfd638ec3a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b6a7912fb01d2d2aedc838c3
130,"gb/ol h/nf","Oso Oso",42,166,"alternative emo, bubblegrunge, emo, indie punk, midwest emo","Rock","gb/ol h/nf / subside",2018-06-14,04:38,29,90,0,0,44,10,20,-5,D Major,4,2018-07-11,7ClS4FdCz9waBZ68pgi1Nf,"Triple Crown Records",10B,https://p.scdn.co/mp3-preview/9fea827a8a9ec5d79c88828b1d760af5426fd7b2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e25885192584492daa02f435
131,"Ruins","Collections Of Colonies Of Bees",0,125,"milwaukee indie","Country","HAWAII",2018-07-13,06:34,66,36,27,76,20,0,10,-15,C Major,4,2018-07-15,4yL1PsAltSmCZ3xpyZxByT,"Polyvinyl Records",8B,,https://i.scdn.co/image/ab67616d000048517fb5b6d3495e1b84049c4f28
132,"Specs","Lithics",0,171,"american post-punk, egg punk, portland indie","Rock","Specs",2018-04-12,01:43,42,83,0,14,46,0,10,-4,F#/G♭ Major,4,2018-07-15,5zfuSV8a7kOpQ72BSGTKfy,"Kill Rock Stars",2B,,https://i.scdn.co/image/ab67616d0000485143db2c66fa1fd2bc884f4f6e
133,"Throwback","Jim James",0,117,"shiver pop","Pop","Uniform Distortion",2018-06-29,05:18,40,83,3,0,48,0,0,-7,F#/G♭ Major,4,2018-07-16,3bq1vhW8puOJJfseQm7MZO,"ATO Records",2B,,https://i.scdn.co/image/ab67616d000048519c7a2d2b83379faeed35aa25
134,"Sorry For Your Loss","John Parish",15,153,"british alternative rock","Rock","Bird Dog Dante",2018-06-15,03:25,65,46,60,3,61,0,10,-11,G#/A♭ Minor,4,2018-07-17,79U5SxJ0foOeLvoWFoYTG1,"Thrill Jockey",1A,https://p.scdn.co/mp3-preview/bdbadd6faebc8471a345bf1d9bd40fdbe3443ddd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e3be7cc31e30071071c0942e
135,"Confidence","Candi Staton",1,196,"southern soul","R&B","Confidence",2018-06-22,04:41,58,85,36,0,52,20,0,-6,A#/B♭ Minor,4,2018-07-18,2lp6XSwAGzpNv99KgBYS6S,"Beracah Records, Inc.",3A,https://p.scdn.co/mp3-preview/50f09f3af55d9f5c974a6ef3731aa52d89de1e66?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b77bcc0de3e6e2123d07d99
136,"Echoes","Death Bells",0,137,"dark post-punk","Rock","Echoes / Move Through Me",2018-06-22,03:37,43,93,0,92,61,0,30,-4,D Major,4,2018-07-19,5EdRWQuHUAi0R3zjaZ2b9L,"Burning Rose",10B,,https://i.scdn.co/image/ab67616d00004851c8f872f31287fdbf73d50af2
137,"MDM","Jo Passed",0,124,"vancouver indie, vancouver punk","Rock","Their Prime",2018-05-25,03:12,39,85,0,8,54,0,40,-7,G Major,4,2018-07-20,6zxmyjw39nZ5ZW7p42JnQD,"Sub Pop Records",9B,,https://i.scdn.co/image/ab67616d000048513b5f276b50d4aa0f3c069286
138,"november 163","gobbinjr",0,96,"small room","Rock","ocala wick",2018-06-08,02:54,75,41,87,0,55,0,0,-10,E Major,4,2018-07-23,241pvE5tQpYJSQbz2lluG5,"Topshelf Records",12B,,https://i.scdn.co/image/ab67616d00004851f3825d1a961318e533546c9b
139,"Troubled Mind","Dan Mangan",4,97,"canadian indie, canadian singer-songwriter, vancouver indie","Rock, Folk/Acoustic","Troubled Mind",2018-06-15,03:07,64,95,1,27,77,0,10,-5,G Major,4,2018-07-24,5sBW1WLRi0OFiYncnfwAcl,"City Slang",9B,,https://i.scdn.co/image/ab67616d00004851e27f3e8f0237a287d7aae559
140,"The Red Door","Restorations",0,156,"alternative emo, heartland rock, orgcore, philly indie","Rock","The Red Door",2018-06-21,03:43,27,93,0,2,44,10,10,-6,E Major,4,2018-07-25,1vc0FDEjrR02Q6vriPiMiV,"Tiny Engines",12B,,https://i.scdn.co/image/ab67616d00004851e737efc651d4dfd3eef49517
141,"Read Between The Lines","Hurry",0,155,"philly indie, small room","Rock","Every Little Thought",2018-02-23,03:10,30,91,0,0,69,0,30,-4,D Major,4,2018-07-26,6VPe3IyKplua6EqpKQovEk,"Lame-O Records",10B,,https://i.scdn.co/image/ab67616d00004851708d62dab7e10ec93203f618
142,"Lure","Among Authors",9,120,"","","I Am Become",2017-03-27,08:59,35,75,61,1,14,0,40,-6,B Minor,4,2018-07-27,15LPCvtvfeYwRseiPz89G6,"Among Authors",10A,https://p.scdn.co/mp3-preview/41ba62baa39e9c5107ce89e9dcb2f3a5a41a6bda?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f3992e722753f025ceee04f
143,"The Middle","Trampled by Turtles",0,86,"duluth indie, indie folk, jam band, new americana, progressive bluegrass, stomp and holler","Folk/Acoustic, Country","Life is Good on the Open Road",2018-05-04,04:28,46,86,23,0,76,0,20,-5,G Major,4,2018-07-30,31xHu2X5JsxC4cQTypoJ2l,"Banjodad Records",9B,,https://i.scdn.co/image/ab67616d00004851276f4190ab2ffcdee0279785
144,"There Is a Ledger","Wild Pink",0,115,"countrygaze","Folk/Acoustic","Yolk in the Fur",2018-07-20,03:34,75,45,1,42,64,0,0,-9,E Major,4,2018-07-31,5IxWyQiUbuYZyZNHrrjsSs,"Tiny Engines",12B,,https://i.scdn.co/image/ab67616d000048519b112ab5a80a1cbb5158e70d
145,"Substitutes","Sink Ya Teeth",4,125,"east anglia indie","Rock","Sink Ya Teeth",2018-06-22,03:25,76,78,2,71,76,0,0,-8,F#/G♭ Major,4,2018-08-01,2uy4Mf0kTVLfRUFC4EwOjI,"Hey Buffalo",2B,https://p.scdn.co/mp3-preview/52465f1d073c209822cc312ca94da876374d616f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485137d66c2d371dab69126360a4
146,"Future Me Hates Me","The Beths",0,137,"auckland indie, bubblegrunge, indie rock, kiwi rock, modern power pop, nz indie","Rock, Pop","Future Me Hates Me",2018-05-09,04:05,48,77,0,0,58,0,10,-7,E Major,4,2018-08-02,4F64bD81m1w2v2bk4Jj0zW,"Carpark Records",12B,,https://i.scdn.co/image/ab67616d00004851bff88455e969171b40e0a755
