#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,Spotify Track Img,Song Preview
222,Problems,Floating Points,44,136,"electronica, future garage, intelligent dance music, wonky","Electronic, New age",Problems,9/21/2022,4:37,70,87,2,57,53,0,30,-9,A#/B♭ Minor,4,11/15/2022,1UERuR9hjz9GM609JIjtGx,Ninja Tune,3A,https://p.scdn.co/mp3-preview/b01e19fcbc9f25f25a14e1ee39d1955faaad823d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d7fca3bef3d9f410ac185059
223,Happy Ending,Kelela,1,133,"afrofuturism, alternative r&b, escape room, experimental r&b","R&B, Pop",Happy Ending,10/19/2022,4:08,63,89,32,7,46,0,10,-7,C Minor,4,11/16/2022,3nv43IARMsDxgfHHpEfeCQ,Warp Records,5A,,https://i.scdn.co/image/ab67616d00004851ce85e8a8d3cedc6fc1e54a50
224,God Is a Circle,Yves Tumor,0,110,"art pop, escape room, experimental pop, experimental r&b, hypnagogic pop","Pop, R&B",God Is a Circle,11/2/2022,3:34,56,90,0,38,45,0,30,-5,B Minor,4,11/17/2022,4sbsJMnW6k7TuLhVmodlFx,Warp Records,10A,,https://i.scdn.co/image/ab67616d000048513fca270016babbe02dec8f27
225,Cosmic Quest,Multiplayer,1,126,,,Multiplayer,8/25/2022,4:50,47,50,17,91,4,0,0,-8,D Minor,4,11/18/2022,128oNt9a4x46EzUiEga8w8,Multiplayer,7A,https://p.scdn.co/mp3-preview/2744448eb0696d40168125e945c1ed90997b275d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485140c7d281498b3f22a1ccc1ee
226,French Lessons,"Mykki Blanco,ANOHNI,Kelsey Lu",39,125,"alternative r&b, escape room, lgbtq+ hip hop, trap queen, art pop, chamber psych, experimental pop, metropopolis, transpop, experimental r&b","R&B, Pop, Folk/Acoustic, Hip Hop, Electronic",Stay Close To Music,10/14/2022,3:24,75,55,17,0,50,0,10,-10,C Major,4,11/21/2022,7kivbAAHjxCOnBtkQzRO8p,Transgressive,8B,https://p.scdn.co/mp3-preview/e1ca895f1408a9befc30d18f4cefe2ed19163ecb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511088ac77e180e8aafb4d1ab1
227,Lafoo,Fanfara Station,9,119,,,Boussadia,6/24/2022,3:49,44,78,0,0,52,0,10,-6,F Major,4,11/22/2022,31D2zVLhUsNeX5skNea7We,Garrincha GoGo,7B,https://p.scdn.co/mp3-preview/63316f97408bca7559946d13c1d62bda7e4456b4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851160b7fc738acaf6f4946e82b
228,I lost my mind - Metronomy x Jessica Winter,"Metronomy,Jessica Winter",26,120,"alternative dance, electronica, french indie pop, indietronica, neo-synthpop, new rave, socal pop punk, ","Rock, Electronic, Pop",I lost my mind,10/26/2022,4:08,62,87,0,23,75,0,10,-6,A Minor,4,11/23/2022,1bwb5dfCUiEetgUTT37Upd,Because Music Ltd.,8A,https://p.scdn.co/mp3-preview/f8adfa136cea1cd13834ef5c19139738ff12deb2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164e7b54372239c95016841f1
229,Hope Gets Harder,Martha,21,98,"bubblegrunge, indie punk, uk diy punk",Rock,Please Don't Take Me Back,10/28/2022,2:11,38,94,1,0,54,0,30,-7,A Major,4,11/24/2022,2BlsZsAfcj1UJaQwMO2Dpv,Specialist Subject,11B,https://p.scdn.co/mp3-preview/df1fe6a02fa48c9f7395bcff4f01a975b466b636?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db742e6a1e34398f9555984d
230,Fears We Hold,Among Authors,9,82,,,Fears We Hold,10/18/2022,4:18,31,45,49,0,12,0,10,-9,D Major,3,11/26/2022,2W14x1HHHYxgcJXO5DzDCM,Squaremoss,10B,https://p.scdn.co/mp3-preview/54b014af25844d02153b7720cb865375e71b51a1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518ec0a9a90f5532b50cfe0d67
231,Cracks,Carsen Gray,3,174,canadian indigenous music,Folk/Acoustic,Cracks,3/11/2022,3:25,59,51,76,0,64,0,20,-6,C Major,4,11/28/2022,2vovZwFq9eACQxg13nf0FM,Nettwerk Music Group,8B,https://p.scdn.co/mp3-preview/00df65e3eaa34d7ac96229e0463b9414f366ad03?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485102ca3b89c24942b30ee435ca
232,Steel Wing,Arima Ederra,13,140,experimental r&b,R&B,An Orange Colored Day,10/7/2022,4:36,70,31,32,0,32,0,0,-10,C♯/D♭ Minor,4,11/29/2022,2PWagSu5PZfPaSwVGyje6W,Arima's Lab,12A,,https://i.scdn.co/image/ab67616d0000485118fc4f4a83d071d5d258245a
233,Some Of Us Are Brave,Danielle Ponder,36,156,,,Some Of Us Are Brave,7/22/2022,3:53,50,45,80,2,25,0,0,-9,A Minor,4,11/30/2022,076Ang4pgcByLvOEzNpW94,Future Classic,8A,https://p.scdn.co/mp3-preview/d8fd81a078d5170a6d5c535c288e8edd4884fa14?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519de569f6fe6cf9e17438c147
234,Bless The Child,"SoulChef,Uptown Swuite",8,92,"ambeat, ",Hip Hop,Bless The Child,10/10/2022,2:47,80,91,35,0,68,20,10,-6,A Minor,4,12/3/2022,1TekCqqsz6rmSDcPLcknZp,SoulSwuite Music,8A,https://p.scdn.co/mp3-preview/9aba148f2f88ad0f1f82d844a2ca284e6f6ac646?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851802c7178e8489b5d108205c5
235,Triple Crown,"Tona,Drezus,Shad",12,101,"canadian indigenous hip hop, winnipeg hip hop, canadian hip hop, canadian old school hip hop, conscious hip hop",Hip Hop,Triple Crown,10/25/2022,3:57,68,92,8,0,63,30,10,-6,B Minor,4,12/3/2022,1etnduu3HfkW8mXe3aPdA3,District Entertainment,10A,,https://i.scdn.co/image/ab67616d0000485183af93d1b31a8d7c035db1f3
236,Carbon Dioxide,Fever Ray,23,138,"alternative dance, art pop, dark pop, electronica, neo-synthpop, swedish electropop, swedish synth, swedish synthpop","Rock, Pop, Electronic",Carbon Dioxide,11/10/2022,4:51,60,72,0,0,24,0,10,-8,C♯/D♭ Major,4,12/5/2022,6D5nL2y1ada5WFFHcyjSvv,Rabid Records,3B,https://p.scdn.co/mp3-preview/f051cfc516760f370737a98208e7c6ce03fe10e7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ab39968dbf4a1e03314e22b
237,Slippy,Cliché Cult,1,98,,,Slippy,10/28/2022,3:23,48,83,0,0,52,0,10,-5,G Major,4,12/6/2022,0RcKy6PUFQOX34ya9XMqY1,Blaggers Records,9B,https://p.scdn.co/mp3-preview/8ee82340eabde9c6e102316d873fb136d78e89ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485184b40de12b9ab1fe5d0bbf36
238,Chancer,Death of The High Street,3,125,,,Chancer,11/5/2022,5:10,32,92,0,0,57,0,10,-6,C Major,4,12/7/2022,7pmEHykYBhWeAd08fDvWm1,Bubblebrain Records,8B,https://p.scdn.co/mp3-preview/2427a941cbf8fbb51123095bef16393a77e5f96e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516019ba84dd527137979d331a
239,Need Your Love,Peak Park,8,93,,,Need Your Love,11/28/2022,3:46,55,62,1,2,22,0,20,-8,G Major,4,12/8/2022,2cSbHhRijl0xSRlnnQMvHW,Peak Park,9B,https://p.scdn.co/mp3-preview/a5e2e7aa0260fcc99c5fdf50f74b72ebd9ba0ebd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a074b9c8738f0128e0172f36
240,Jennifer Valentine,Field School,3,150,,,When Summer Comes,11/18/2022,3:06,35,68,88,76,72,0,10,-7,B Major,4,12/9/2022,7v5eOscTcfZyOw761RDDug,Bobo Integral,1B,https://p.scdn.co/mp3-preview/aa3e3193870d030aa76ab093e8c27a7b37d2987d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fd031992ba75ec17bceedc9e
241,Say It Now,Hannah Jadagu,32,216,bedroom pop,Pop,Say It Now,9/22/2022,3:40,40,83,0,0,59,10,20,-6,D#/E♭ Major,4,12/12/2022,2Gr6KRSDvhY6LxL5wVQP9K,Sub Pop Records,5B,https://p.scdn.co/mp3-preview/2938e302b829d500022afadbea22eee42e19826e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485144104c59af2451c4510664d5
242,Flip It,Bleached,16,109,"bubblegrunge, indie punk, noise pop, riot grrrl","Rock, Pop",Flip It,10/13/2022,3:08,57,82,0,38,77,0,30,-6,G Major,4,12/13/2022,3hrWIeRC8jxS2QXhrXtVVT,Bleached and Many Hats Distribution,9B,https://p.scdn.co/mp3-preview/bbd5d2f22d6609680b3279686ec31caef789ef95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccef032aac88206cdc433c9c
243,Grapevine,Weyes Blood,50,124,"art pop, chamber pop, experimental folk, experimental pop, indie pop","Pop, Folk/Acoustic","And In The Darkness, Hearts Aglow",11/18/2022,5:25,36,40,60,50,9,0,10,-9,E Minor,3,12/14/2022,5BwfV9vNhDfIysUTyuTbuQ,Sub Pop Records,9A,https://p.scdn.co/mp3-preview/71551c6eb19424692a7de7711cdb9931c35c719d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db8ab490bcedb6e518c37e6e
244,One Song,Archie Roach,2,81,australian indigenous music,Country,My Songs: 1989 - 2021,3/11/2022,6:02,64,10,86,0,12,0,0,-14,G Major,4,12/15/2022,01R8BCghhf8clNKswbnQX1,Bloodlines,9B,,https://i.scdn.co/image/ab67616d000048510364c0b7955aee19b988eaef
245,Tall Tales,"Kennebec,Hemlock Ernst,Sudan Archives",25,91,"jazz rap, afrofuturism, alternative r&b, experimental r&b, indie soul, la pop","R&B, Hip Hop, Pop",Without Star or Compass,10/28/2022,3:13,49,78,34,0,73,10,10,-10,C♯/D♭ Major,4,12/16/2022,65M3iNWfboi4F4YfHeP6Ie,Night Time Stories,3B,https://p.scdn.co/mp3-preview/e8dab40a76828ef456519105969fc34cc8c813a0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851edb9e0e961eeb7b79a181320
246,Coffin for Christmas,Bat Hearse,3,161,,,Coffin for Christmas,11/30/2020,3:48,29,99,1,14,25,0,10,-6,A Major,4,12/20/2022,0QcNeMwsWfblRizT51xaf0,Bat Hearse,11B,https://p.scdn.co/mp3-preview/995933c484a908036d7cf27612c94db8c1c70724?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514b4353548a968a288a8dcf24
247,I'll Be at Work for Christmas,Bumblewasps,2,185,,,F U Xmas,11/1/2021,2:49,24,86,1,0,38,10,20,-7,D Major,4,12/21/2022,29R2mNhZwjav2q8Rn4VuGh,Bumblewasps,10B,https://p.scdn.co/mp3-preview/62b5c95112c22c0f50338b27f412acee017d5845?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851988b0099aa5b49c41a137b95
248,Yr Always Alone (On Christmas),We Are The Union,9,75,"easycore, modern ska punk, ska, ska punk","Rock, Electronic, Folk/Acoustic",Yr Always Alone (On Christmas),11/22/2022,2:44,60,71,0,0,69,0,10,-6,D Major,4,12/22/2022,0E7LjL68SusKNdhDTggp0j,I Surrender Records,10B,https://p.scdn.co/mp3-preview/c8ed868e3d58020b891937323640c82cd61cefd5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b9117c190e2a561bb9a44dcd
249,Dear Santa...,Zahara Elan,0,110,,,Dear Santa...,11/7/2022,3:33,59,54,9,0,27,0,20,-8,G Major,4,12/23/2022,5LIjxmdX0cjsmi70iXdc9A,babyZENmama,9B,https://p.scdn.co/mp3-preview/03ed7845d43305ec86edd61b853a37f839f1bad2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517aed30b9f7b3bbb39cd7ad00
250,Money,SAULT,19,98,"indie soul, pop soul",R&B,Today & Tomorrow,11/11/2022,2:33,78,69,4,0,88,0,10,-7,C♯/D♭ Major,4,12/26/2022,2gUcoNupb4k77AmWDEArq3,Forever Living Originals,3B,https://p.scdn.co/mp3-preview/73f1d288212b992c6ad235c2143ed07045515cfa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e1eb18f25607d2ca3190f45d
251,Dave Chappelle is Wrong (Beef With God),"Shirt,Jack Splash",13,181,,,I Turned Myself into Myself,11/22/2022,2:39,34,90,42,0,55,50,20,-7,A#/B♭ Minor,4,12/27/2022,7F217Uq61qLs6zkM9dmpzX,Mello Music Group,3A,https://p.scdn.co/mp3-preview/c2b9b2f1f2aa37a71412e618d7835964175f9962?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd246353a61e85ec203d39a9
252,Oas,Dina Ögon,29,120,,,Oas,10/28/2022,3:17,58,59,56,0,51,0,0,-8,E Major,4,12/28/2022,2JGzEBymKklgpPmA8XXruL,Playground Music,12B,https://p.scdn.co/mp3-preview/e3799492f1b068633664adbe1f5fa626c5cd187b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d9a29d3f9a9efab1c456355d
253,Vertigo,Nick Hakim,34,135,"alternative r&b, hypnagogic pop, indie soul","R&B, Pop",COMETA,10/21/2022,3:38,62,85,42,75,70,0,10,-6,F Minor,4,12/29/2022,3eNIJLxSMTcPVZctX6X2oH,ATO Records,4A,,https://i.scdn.co/image/ab67616d00004851eb13df8465d0c6b4846083a6
254,Don't Crash,Stas THEE Boss,1,120,seattle hip hop,Hip Hop,Don't Crash,11/18/2022,2:32,82,73,6,0,33,0,10,-3,A#/B♭ Minor,4,12/30/2022,1X2grsWaq9XBaLRMohN58a,YOOM,3A,https://p.scdn.co/mp3-preview/bcf2be48c565b5c905100643e847c7106afe013c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851501c24baafb7b9500efc53f2
